Time_s_,PendulumAngularPosition_deg_,ContactForce_N_,OutputTorque_Nm_
0.1045,0.170212,0.177308,2.95529
0.1046,0.170037,0.250488,2.95474
0.1047,0.169334,0.250488,2.9544
0.1048,0.168631,0.177308,2.95411
0.1049,0.170564,0.104128,2.95294
0.105,0.17232,0.250488,2.95283
0.1051,0.172496,0.177308,2.95363
0.1052,0.173726,0.177308,2.95329
0.1053,0.173374,0.250488,2.95277
0.1054,0.171618,0.104128,2.95224
0.1055,0.169861,0.177308,2.9526
0.1056,0.169334,0.177308,2.95231
0.1057,0.170212,0.250488,2.95082
0.1058,0.171266,0.177308,2.94959
0.1059,0.171618,0.030948,2.94868
0.106,0.171969,0.030948,2.94794
0.1061,0.173374,0.250488,2.94779
0.1062,0.174428,0.396848,2.94758
0.1063,0.174779,0.104128,2.94754
0.1064,0.174604,0.104128,2.94815
0.1065,0.171969,0.177308,2.94969
0.1066,0.170037,0.250488,2.95102
0.1067,0.169158,0.250488,2.95202
0.1068,0.169334,0.104128,2.95137
0.1069,0.169158,0.030948,2.95098
0.107,0.168983,0.104128,2.95164
0.1071,0.16828,0.250488,2.95169
0.1072,0.169334,0.250488,2.95131
0.1073,0.169158,0.104128,2.95159
0.1074,0.168983,0.250488,2.95187
0.1075,0.168104,0.323668,2.95186
0.1076,0.167402,0.470028,2.9506
0.1077,0.167578,0.177308,2.95073
0.1078,0.16828,0.030948,2.95096
0.1079,0.168983,0.030948,2.95012
0.108,0.169334,0.177308,2.94945
0.1081,0.168631,0.177308,2.94988
0.1082,0.168631,0.177308,2.94994
0.1083,0.168631,0.250488,2.94884
0.1084,0.168631,0.177308,2.9481
0.1085,0.168456,0.177308,2.9484
0.1086,0.167753,0.543208,2.94854
0.1087,0.167051,0.104128,2.94914
0.1088,0.167226,-0.115412,2.94971
0.1089,0.166699,0.104128,2.95047
0.109,0.165645,0.323668,2.9503
0.1091,0.165645,0.616388,2.94925
0.1092,0.165645,-0.188592,2.94969
0.1093,0.164064,0.104128,2.95069
0.1094,0.162483,0.250488,2.95188
0.1095,0.160727,0.177308,2.95346
0.1096,0.160376,0.396848,2.95481
0.1097,0.160024,0.104128,2.95603
0.1098,0.160376,-0.042232,2.95553
0.1099,0.160024,0.177308,2.95546
0.11,0.159146,0.177308,2.95673
0.1101,0.158268,0.396848,2.95697
0.1102,0.155633,0.470028,2.95769
0.1103,0.154755,0.177308,2.95822
0.1104,0.154403,0.104128,2.95835
0.1105,0.154052,0.177308,2.95704
0.1106,0.154228,0.323668,2.9555
0.1107,0.152295,0.177308,2.95648
0.1108,0.153525,0.177308,2.95629
0.1109,0.151768,0.177308,2.95687
0.111,0.150187,0.177308,2.95748
0.1111,0.148431,0.177308,2.9581
0.1112,0.146674,0.177308,2.95854
0.1113,0.144566,-0.115412,2.95874
0.1114,0.145269,0.177308,2.95832
0.1115,0.14562,0.323668,2.95827
0.1116,0.143688,0.177308,2.95909
0.1117,0.141756,0.030948,2.96007
0.1118,0.142107,0.104128,2.96032
0.1119,0.142458,0.396848,2.96068
0.112,0.142107,0.250488,2.95939
0.1121,0.139297,0.104128,2.959
0.1122,0.139297,-0.042232,2.95968
0.1123,0.138418,0.177308,2.96025
0.1124,0.138243,0.323668,2.96019
0.1125,0.138067,0.104128,2.96024
0.1126,0.136135,0.177308,2.96071
0.1127,0.134378,0.104128,2.96135
0.1128,0.133676,0.177308,2.96181
0.1129,0.132973,-0.334952,2.96252
0.113,0.131041,0.177308,2.96367
0.1131,0.129109,0.104128,2.96481
0.1132,0.127528,-0.042232,2.96611
0.1133,0.129284,0.177308,2.96638
0.1134,0.130338,0.323668,2.96689
0.1135,0.131392,0.250488,2.96507
0.1136,0.131392,0.177308,2.96382
0.1137,0.131216,0.250488,2.96518
0.1138,0.131041,0.104128,2.96601
0.1139,0.131216,0.104128,2.96718
0.114,0.130689,0.250488,2.96891
0.1141,0.128757,0.177308,2.97113
0.1142,0.127352,0.030948,2.97252
0.1143,0.126649,0.177308,2.97284
0.1144,0.125947,0.250488,2.97363
0.1145,0.126122,0.250488,2.97416
0.1146,0.126825,-0.042232,2.97489
0.1147,0.127001,0.396848,2.97604
0.1148,0.127703,0.396848,2.97692
0.1149,0.126298,0.177308,2.9784
0.115,0.127001,0.104128,2.97719
0.1151,0.126122,0.104128,2.97679
0.1152,0.127352,0.177308,2.97759
0.1153,0.127703,0.250488,2.97806
0.1154,0.128055,0.177308,2.97857
0.1155,0.127528,0.177308,2.97979
0.1156,0.126298,0.104128,2.98104
0.1157,0.125947,0.323668,2.98135
0.1158,0.126122,0.250488,2.9803
0.1159,0.125947,0.104128,2.9806
0.116,0.125595,0.396848,2.98117
0.1161,0.125595,0.177308,2.98094
0.1162,0.125068,0.177308,2.98114
0.1163,0.125068,0.177308,2.98166
0.1164,0.124893,0.177308,2.98162
0.1165,0.124717,0.250488,2.98136
0.1166,0.124366,0.323668,2.98198
0.1167,0.124366,0.250488,2.9827
0.1168,0.124541,0.104128,2.98336
0.1169,0.124717,0.177308,2.98435
0.117,0.124893,0.396848,2.98558
0.1171,0.125244,0.323668,2.98664
0.1172,0.126298,0.177308,2.98678
0.1173,0.127176,0.104128,2.98699
0.1174,0.128582,0.177308,2.98702
0.1175,0.129987,0.030948,2.98682
0.1176,0.130514,0.323668,2.98711
0.1177,0.130514,0.177308,2.9878
0.1178,0.130514,0.030948,2.98828
0.1179,0.131041,0.104128,2.98837
0.118,0.131392,0.323668,2.98789
0.1181,0.131041,0.323668,2.98774
0.1182,0.130514,0.250488,2.98803
0.1183,0.129635,0.177308,2.98849
0.1184,0.128933,0.104128,2.98928
0.1185,0.129987,0.177308,2.98935
0.1186,0.131041,0.323668,2.98952
0.1187,0.131743,0.396848,2.98954
0.1188,0.132797,0.104128,2.98858
0.1189,0.134203,0.250488,2.98852
0.119,0.13473,0.177308,2.98912
0.1191,0.135257,0.323668,2.98965
0.1192,0.136662,0.250488,2.99024
0.1193,0.136837,0.250488,2.9914
0.1194,0.137891,0.323668,2.99177
0.1195,0.138243,0.177308,2.99156
0.1196,0.138594,0.323668,2.99189
0.1197,0.13877,0.104128,2.99253
0.1198,0.13877,0.104128,2.99334
0.1199,0.140351,0.177308,2.99418
0.12,0.141932,0.104128,2.99502
0.1201,0.144391,0.323668,2.99541
0.1202,0.145093,0.250488,2.99547
0.1203,0.145269,0.177308,2.99473
0.1204,0.145972,0.470028,2.99465
0.1205,0.146147,0.030948,2.99486
0.1206,0.148606,0.323668,2.99439
0.1207,0.148606,0.104128,2.99496
0.1208,0.150714,0.177308,2.99471
0.1209,0.152647,0.104128,2.99449
0.121,0.154228,0.177308,2.99443
0.1211,0.155457,0.396848,2.99464
0.1212,0.15616,0.030948,2.99449
0.1213,0.155633,0.323668,2.9947
0.1214,0.155281,0.323668,2.99522
0.1215,0.157214,0.030948,2.99515
0.1216,0.159322,0.104128,2.99487
0.1217,0.160727,0.177308,2.99459
0.1218,0.161781,0.104128,2.99457
0.1219,0.163362,0.323668,2.99459
0.122,0.163713,0.323668,2.9951
0.1221,0.163537,0.104128,2.99622
0.1222,0.16301,0.250488,2.99774
0.1223,0.16301,0.177308,2.99908
0.1224,0.162659,0.030948,2.99996
0.1225,0.164591,0.104128,2.9987
0.1226,0.166172,0.396848,2.99809
0.1227,0.167051,-0.042232,2.99842
0.1228,0.168104,0.104128,2.99817
0.1229,0.169685,0.177308,2.99784
0.123,0.170739,0.104128,2.99793
0.1231,0.170915,0.104128,2.99813
0.1232,0.170388,0.104128,2.99775
0.1233,0.170212,0.177308,2.99834
0.1234,0.170564,0.470028,2.99937
0.1235,0.171091,0.104128,2.99972
0.1236,0.171618,-0.115412,3.00039
0.1237,0.172496,0.104128,3.00118
0.1238,0.171793,0.177308,3.00263
0.1239,0.173023,0.030948,3.00289
0.124,0.173726,0.177308,3.00241
0.1241,0.173901,0.177308,3.00273
0.1242,0.17355,0.030948,3.00359
0.1243,0.172847,0.177308,3.00411
0.1244,0.17232,0.250488,3.00483
0.1245,0.170915,0.104128,3.00624
0.1246,0.170915,0.104128,3.00663
0.1247,0.171793,0.177308,3.00503
0.1248,0.173199,0.250488,3.00438
0.1249,0.173199,0.104128,3.00538
0.125,0.173199,0.177308,3.00572
0.1251,0.172145,0.250488,3.00632
0.1252,0.171618,0.104128,3.00695
0.1253,0.171091,0.104128,3.0077
0.1254,0.171442,0.177308,3.00786
0.1255,0.17232,0.177308,3.0074
0.1256,0.172672,0.396848,3.00786
0.1257,0.172496,0.177308,3.00838
0.1258,0.17232,0.177308,3.00838
0.1259,0.171793,0.104128,3.00856
0.126,0.171266,0.104128,3.00874
0.1261,0.170739,0.104128,3.00878
0.1262,0.170564,0.250488,3.00808
0.1263,0.171969,0.323668,3.0079
0.1264,0.173374,0.104128,3.00822
0.1265,0.173901,0.177308,3.00826
0.1266,0.174077,0.323668,3.00831
0.1267,0.174428,0.323668,3.00869
0.1268,0.174779,0.177308,3.00918
0.1269,0.175482,0.104128,3.00939
0.127,0.174779,0.177308,3.01073
0.1271,0.173726,0.104128,3.01239
0.1272,0.172847,0.177308,3.01365
0.1273,0.172672,0.250488,3.01419
0.1274,0.172496,0.177308,3.0149
0.1275,0.17355,0.177308,3.0153
0.1276,0.174604,0.177308,3.01552
0.1277,0.175658,0.250488,3.01502
0.1278,0.177063,0.104128,3.01466
0.1279,0.177941,0.030948,3.01507
0.128,0.178468,0.030948,3.01506
0.1281,0.178468,0.470028,3.01561
0.1282,0.17882,0.104128,3.01616
0.1283,0.179874,0.104128,3.01637
0.1284,0.179171,0.177308,3.01666
0.1285,0.178468,-0.334952,3.01705
0.1286,0.178117,0.177308,3.01787
0.1287,0.178644,0.250488,3.01835
0.1288,0.17882,0.177308,3.01865
0.1289,0.177239,-0.115412,3.01966
0.129,0.175658,0.177308,3.02073
0.1291,0.174428,0.470028,3.02143
0.1292,0.174428,-0.115412,3.02143
0.1293,0.174077,-0.042232,3.02194
0.1294,0.173726,0.250488,3.02251
0.1295,0.174252,0.177308,3.02238
0.1296,0.172496,0.177308,3.02327
0.1297,0.172672,0.177308,3.02362
0.1298,0.171442,0.104128,3.02428
0.1299,0.170739,0.323668,3.02441
0.13,0.170212,0.250488,3.02472
0.1301,0.169685,0.177308,3.02545
0.1302,0.169861,0.250488,3.02577
0.1303,0.168983,-0.042232,3.02664
0.1304,0.168104,0.177308,3.02768
0.1305,0.167051,0.104128,3.02874
0.1306,0.166348,0.396848,3.02943
0.1307,0.165997,0.104128,3.02966
0.1308,0.165294,0.030948,3.03036
0.1309,0.165118,0.177308,3.03106
0.131,0.165294,0.250488,3.03173
0.1311,0.165645,0.104128,3.03264
0.1312,0.165997,0.396848,3.03375
0.1313,0.165294,-0.042232,3.03516
0.1314,0.164591,0.030948,3.03651
0.1315,0.164943,0.250488,3.03719
0.1316,0.164591,0.250488,3.03805
0.1317,0.164591,0.177308,3.03845
0.1318,0.163889,0.030948,3.03972
0.1319,0.164064,-0.042232,3.04083
0.132,0.164591,0.396848,3.04192
0.1321,0.165118,0.104128,3.04244
0.1322,0.164767,0.030948,3.0428
0.1323,0.164767,0.250488,3.04372
0.1324,0.16424,0.030948,3.0448
0.1325,0.16424,0.323668,3.04525
0.1326,0.163713,0.104128,3.04623
0.1327,0.162483,0.030948,3.04756
0.1328,0.161254,-0.115412,3.04845
0.1329,0.160903,0.177308,3.04757
0.133,0.161078,-0.042232,3.04767
0.1331,0.161254,0.104128,3.04829
0.1332,0.161078,-0.042232,3.0484
0.1333,0.160376,0.030948,3.04922
0.1334,0.160024,0.250488,3.05008
0.1335,0.159849,0.177308,3.05088
0.1336,0.159146,0.030948,3.05159
0.1337,0.159849,0.104128,3.05202
0.1338,0.159322,0.104128,3.05297
0.1339,0.159322,0.104128,3.05337
0.134,0.1602,0.104128,3.05361
0.1341,0.160376,0.104128,3.0543
0.1342,0.160903,0.250488,3.05502
0.1343,0.161254,0.030948,3.05508
0.1344,0.162483,0.177308,3.05386
0.1345,0.16301,0.323668,3.05426
0.1346,0.162132,0.104128,3.05556
0.1347,0.161429,0.177308,3.05614
0.1348,0.161605,0.030948,3.05697
0.1349,0.161781,0.250488,3.05806
0.135,0.162308,0.323668,3.05878
0.1351,0.162659,0.030948,3.05912
0.1352,0.163537,0.177308,3.05932
0.1353,0.164064,0.323668,3.05999
0.1354,0.164064,0.396848,3.06061
0.1355,0.163537,0.543208,3.06142
0.1356,0.162659,0.104128,3.06282
0.1357,0.162835,0.177308,3.06393
0.1358,0.163362,0.104128,3.06445
0.1359,0.163889,0.250488,3.0641
0.136,0.164416,0.177308,3.06437
0.1361,0.163889,0.030948,3.06522
0.1362,0.163362,0.030948,3.06592
0.1363,0.163362,0.177308,3.06659
0.1364,0.163362,0.323668,3.06734
0.1365,0.163186,0.104128,3.06796
0.1366,0.162308,0.030948,3.06861
0.1367,0.161429,0.177308,3.06951
0.1368,0.161078,0.177308,3.0705
0.1369,0.161078,0.030948,3.0712
0.137,0.161605,0.177308,3.07173
0.1371,0.161078,0.250488,3.0728
0.1372,0.160024,0.250488,3.07415
0.1373,0.15897,0.323668,3.0752
0.1374,0.158268,0.250488,3.07531
0.1375,0.157565,0.104128,3.07608
0.1376,0.156862,0.177308,3.07721
0.1377,0.15616,0.543208,3.07824
0.1378,0.15616,0.323668,3.07911
0.1379,0.156862,0.030948,3.07966
0.138,0.158268,0.177308,3.07974
0.1381,0.159146,0.250488,3.0798
0.1382,0.15897,0.250488,3.08026
0.1383,0.158443,0.177308,3.08097
0.1384,0.158268,0.177308,3.0816
0.1385,0.158092,0.250488,3.08257
0.1386,0.157916,0.396848,3.08356
0.1387,0.158443,0.104128,3.0843
0.1388,0.159849,0.250488,3.08416
0.1389,0.160376,0.543208,3.08401
0.139,0.160376,0.030948,3.0846
0.1391,0.160376,0.177308,3.08515
0.1392,0.161078,0.250488,3.08541
0.1393,0.161429,0.250488,3.08583
0.1394,0.161078,0.177308,3.08653
0.1395,0.162308,0.104128,3.08666
0.1396,0.162659,-0.115412,3.0868
0.1397,0.163362,-0.115412,3.08694
