time [s]; pendulum_position [deg]; pendulum_torque [Nm]; contact_force [N]; UTC_time[YY-MM-DD HH:MM:SS +-OFF]; fallen [bool]
;;;; 2021-01-28 11:30:36 +0100;
    0.000100;   -10.047258;     0.533432;    -8.238389; ; 
    0.000200;    -9.960060;     0.401814;    -8.531109; ; 
    0.000300;    -9.837983;     0.533432;    -8.311569; ; 
    0.000400;    -9.820544;     0.697956;    -7.872490; ; 
    0.000500;    -9.977500;     0.878931;    -8.018850; ; 
    0.000600;   -10.012379;     0.829574;    -8.238389; ; 
    0.000700;   -10.117016;     0.730860;    -8.018850; ; 
    0.000800;   -10.047258;     0.763765;    -8.092030; ; 
    0.000900;   -10.082137;     0.665051;    -8.092030; ; 
    0.001000;    -9.942621;     0.763765;    -8.165210; ; 
    0.001100;   -10.047258;     0.763765;    -8.165210; ; 
    0.001200;    -9.960060;     0.714408;    -8.238389; ; 
    0.001300;    -9.611270;     0.714408;    -8.018850; ; 
    0.001400;    -9.820544;     0.895384;    -8.092030; ; 
    0.001500;   -10.012379;     0.928288;    -7.945670; ; 
    0.001600;   -10.151895;     0.763765;    -7.945670; ; 
    0.001700;   -10.047258;     0.599242;    -8.092030; ; 
    0.001800;   -10.082137;     0.533432;    -8.384749; ; 
    0.001900;    -9.907742;     0.516980;    -8.165210; ; 
    0.002000;    -9.977500;     0.697956;    -8.092030; ; 
    0.002100;   -10.029818;     0.796670;    -8.311569; ; 
    0.002200;    -9.803104;     0.796670;    -8.238389; ; 
    0.002300;    -9.803104;     0.796670;    -8.018850; ; 
    0.002400;    -9.994939;     0.878931;    -8.018850; ; 
    0.002500;    -9.994939;     0.813122;    -8.238389; ; 
    0.002600;   -10.204214;     1.043455;    -8.311569; ; 
    0.002700;   -10.029818;     1.027002;    -8.092030; ; 
    0.002800;   -10.029818;     1.076359;    -7.945670; ; 
    0.002900;    -9.872863;     0.994098;    -8.165210; ; 
    0.003000;    -9.872863;     0.846027;    -8.165210; ; 
    0.003100;   -10.082137;     0.484075;    -7.945670; ; 
    0.003200;    -9.872863;     0.303100;    -7.872490; ; 
    0.003300;    -9.890302;     0.336004;    -8.092030; ; 
    0.003400;   -10.029818;     0.648599;    -8.238389; ; 
    0.003500;   -10.029818;     0.994098;    -8.165210; ; 
    0.003600;   -10.012379;     0.977645;    -8.018850; ; 
    0.003700;   -10.064697;     0.977645;    -8.311569; ; 
    0.003800;   -10.012379;     0.961193;    -8.165210; ; 
    0.003900;    -9.907742;     0.977645;    -8.092030; ; 
    0.004000;    -9.803104;     1.109264;    -7.945670; ; 
    0.004100;    -9.872863;     1.142169;    -8.238389; ; 
    0.004200;    -9.820544;     1.175073;    -8.165210; ; 
    0.004300;   -10.029818;     1.257335;    -8.311569; ; 
    0.004400;   -10.047258;     1.240883;    -8.311569; ; 
    0.004500;   -10.169335;     0.961193;    -8.165210; ; 
    0.004600;   -10.047258;     0.549885;    -8.165210; ; 
    0.004700;   -10.029818;     0.303100;    -7.872490; ; 
    0.004800;   -10.064697;     0.368909;    -7.872490; ; 
    0.004900;    -9.837983;     0.697956;    -8.092030; ; 
    0.005000;    -9.733346;     0.911836;    -8.311569; ; 
    0.005100;    -9.890302;     0.813122;    -8.457929; ; 
    0.005200;    -9.855423;     0.566337;    -8.384749; ; 
    0.005300;    -9.960060;     0.632146;    -8.238389; ; 
    0.005400;   -10.134455;     0.730860;    -7.872490; ; 
    0.005500;   -10.117016;     0.977645;    -8.092030; ; 
    0.005600;   -10.012379;     0.977645;    -8.018850; ; 
    0.005700;    -9.855423;     0.961193;    -8.165210; ; 
    0.005800;    -9.733346;     0.961193;    -8.018850; ; 
    0.005900;    -9.768225;     0.796670;    -8.384749; ; 
    0.006000;    -9.733346;     0.319552;    -8.311569; ; 
    0.006100;    -9.994939;    -0.174018;    -8.165210; ; 
    0.006200;    -9.925181;    -0.124661;    -8.165210; ; 
    0.006300;    -9.907742;     0.434718;    -7.945670; ; 
    0.006400;   -10.064697;     0.796670;    -7.872490; ; 
    0.006500;   -10.012379;     0.878931;    -8.092030; ; 
    0.006600;    -9.820544;     0.714408;    -7.872490; ; 
    0.006700;    -9.855423;     0.566337;    -8.165210; ; 
    0.006800;    -9.803104;     0.665051;    -8.384749; ; 
    0.006900;    -9.768225;     0.829574;    -8.238389; ; 
    0.007000;    -9.785665;     1.109264;    -8.311569; ; 
    0.007100;   -10.151895;     1.076359;    -8.092030; ; 
    0.007200;    -9.977500;     1.059907;    -8.018850; ; 
    0.007300;   -10.047258;     1.059907;    -8.165210; ; 
    0.007400;    -9.977500;     1.076359;    -8.238389; ; 
    0.007500;    -9.977500;     0.730860;    -8.311569; ; 
    0.007600;    -9.960060;     0.286647;    -8.384749; ; 
    0.007700;    -9.750786;     0.171481;    -8.311569; ; 
    0.007800;    -9.750786;     0.286647;    -8.092030; ; 
    0.007900;    -9.715907;     0.714408;    -8.018850; ; 
    0.008000;    -9.890302;     1.207978;    -8.311569; ; 
    0.008100;   -10.134455;     1.059907;    -8.092030; ; 
    0.008200;    -9.803104;     0.697956;    -7.945670; ; 
    0.008300;   -10.012379;     0.401814;    -8.092030; ; 
    0.008400;    -9.890302;     0.270195;    -8.238389; ; 
    0.008500;    -9.820544;     0.401814;    -8.165210; ; 
    0.008600;    -9.803104;     0.566337;    -8.018850; ; 
    0.008700;    -9.803104;     0.599242;    -8.238389; ; 
    0.008800;    -9.768225;     0.615694;    -8.311569; ; 
    0.008900;    -9.785665;     0.484075;    -8.238389; ; 
    0.009000;    -9.994939;     0.434718;    -8.165210; ; 
    0.009100;    -9.994939;     0.401814;    -7.945670; ; 
    0.009200;    -9.960060;     0.549885;    -8.311569; ; 
    0.009300;   -10.082137;     0.846027;    -8.311569; ; 
    0.009400;    -9.837983;     1.092812;    -8.238389; ; 
    0.009500;    -9.890302;     1.059907;    -8.604289; ; 
    0.009600;    -9.803104;     0.878931;    -8.750649; ; 
    0.009700;    -9.698467;     0.780217;    -8.531109; ; 
    0.009800;    -9.785665;     0.977645;    -7.872490; ; 
    0.009900;    -9.855423;     1.043455;    -7.799310; ; 
    0.010000;    -9.715907;     1.142169;    -8.165210; ; 
    0.010100;   -10.029818;     1.076359;    -8.165210; ; 
    0.010200;   -10.047258;     1.224430;    -8.384749; ; 
    0.010300;    -9.820544;     1.224430;    -8.238389; ; 
    0.010400;    -9.733346;     1.043455;    -8.165210; ; 
    0.010500;    -9.785665;     0.665051;    -8.018850; ; 
    0.010600;    -9.855423;     0.336004;    -8.018850; ; 
    0.010700;    -9.803104;     0.155029;    -7.872490; ; 
