time [s]; pendulum_position [deg]; pendulum_torque [Nm]; contact_force [N]; UTC_time[YY-MM-DD HH:MM:SS +-OFF]; fallen [bool]
;;;; 2020-12-21 12:04:53 +0100;
    0.000100;   -46.077357;     0.434718;     0.982288; ; 
    0.000200;   -45.833203;     0.500528;     0.762748; ; 
    0.000300;   -45.937840;     0.632146;     0.762748; ; 
    0.000400;   -45.780884;     0.714408;     0.616388; ; 
    0.000500;   -45.728566;     1.388954;     0.762748; ; 
    0.000600;   -45.955280;     0.846027;     0.909108; ; 
    0.000700;   -46.025038;     0.697956;     0.982288; ; 
    0.000800;   -46.199434;     0.303100;     1.055468; ; 
    0.000900;   -46.129676;    -0.190470;     0.543208; ; 
    0.001000;   -45.902961;     0.023410;     0.982288; ; 
    0.001100;   -45.937840;     0.451171;     0.470028; ; 
    0.001200;   -45.920401;     0.895384;     0.470028; ; 
    0.001300;   -45.746005;     1.027002;     0.543208; ; 
    0.001400;   -45.641368;     0.730860;     0.982288; ; 
    0.001500;   -45.868082;     0.533432;     0.909108; ; 
    0.001600;   -46.025038;     0.582789;     0.689568; ; 
    0.001700;   -46.094797;     0.846027;     0.982288; ; 
    0.001800;   -45.972720;     1.142169;     0.909108; ; 
    0.001900;   -46.042478;     1.076359;     0.762748; ; 
    0.002000;   -45.990159;     0.829574;     0.689568; ; 
    0.002100;   -45.902961;     0.961193;     0.689568; ; 
    0.002200;   -45.815764;     0.829574;     0.762748; ; 
    0.002300;   -45.728566;     0.632146;     0.689568; ; 
    0.002400;   -45.937840;     0.270195;     0.835928; ; 
    0.002500;   -45.798324;     0.072767;     0.909108; ; 
    0.002600;   -46.129676;     0.303100;     0.909108; ; 
    0.002700;   -46.042478;     0.648599;     0.835928; ; 
    0.002800;   -46.042478;     0.829574;     0.689568; ; 
    0.002900;   -45.920401;     0.730860;     0.616388; ; 
    0.003000;   -45.990159;     0.763765;     0.616388; ; 
    0.003100;   -45.902961;     0.911836;     0.835928; ; 
