time [s]; pendulum_position [deg]; pendulum_torque [Nm]; contact_force [N]; UTC_time[YY-MM-DD HH:MM:SS +-OFF]; fallen [bool]
;;;; 2020-12-21 11:49:34 +0100;
    0.020100;   -32.614021;     0.533432;     0.762748; ; 
    0.020200;   -32.631460;     0.730860;     0.616388; ; 
    0.020300;   -32.666339;     0.582789;     0.762748; ; 
    0.020400;   -32.474504;     0.813122;     0.982288; ; 
    0.020500;   -32.387307;     0.763765;     0.909108; ; 
    0.020600;   -32.404746;     0.747313;     0.762748; ; 
    0.020700;   -32.369867;     0.714408;     0.762748; ; 
    0.020800;   -32.439625;     0.319552;     0.835928; ; 
    0.020900;   -32.387307;     0.467623;     0.762748; ; 
    0.021000;   -32.474504;     0.615694;     0.689568; ; 
    0.021100;   -32.474504;     0.780217;     0.909108; ; 
    0.021200;   -32.544263;     0.878931;     0.689568; ; 
    0.021300;   -32.614021;     0.582789;     0.909108; ; 
    0.021400;   -32.439625;     0.796670;     0.909108; ; 
    0.021500;   -32.422186;     0.846027;     0.762748; ; 
    0.021600;   -32.369867;     1.010550;     0.835928; ; 
    0.021700;   -32.282669;     1.125716;     0.835928; ; 
    0.021800;   -32.509383;     0.846027;     0.762748; ; 
    0.021900;   -32.526823;     1.125716;     0.909108; ; 
    0.022000;   -32.614021;     1.125716;     0.762748; ; 
    0.022100;   -32.544263;     0.961193;     0.982288; ; 
    0.022200;   -32.579142;     0.500528;     0.982288; ; 
    0.022300;   -32.526823;    -0.042399;     0.835928; ; 
    0.022400;   -32.387307;     0.006958;     0.835928; ; 
    0.022500;   -32.474504;     0.352457;     0.616388; ; 
    0.022600;   -32.352427;     0.665051;     0.982288; ; 
    0.022700;   -32.334988;     0.796670;     0.835928; ; 
    0.022800;   -32.439625;     1.125716;     0.616388; ; 
    0.022900;   -32.753537;     0.549885;     0.835928; ; 
    0.023000;   -32.683779;     0.632146;     0.835928; ; 
    0.023100;   -32.701218;     0.632146;     0.909108; ; 
    0.023200;   -32.369867;     0.763765;     0.762748; ; 
    0.023300;   -32.439625;     1.750905;     0.762748; ; 
    0.023400;   -32.352427;     0.895384;     0.762748; ; 
    0.023500;   -32.509383;     0.895384;     0.616388; ; 
    0.023600;   -32.387307;     0.763765;     0.689568; ; 
    0.023700;   -32.387307;     0.500528;     0.762748; ; 
    0.023800;   -32.491944;     1.290240;     1.055468; ; 
    0.023900;   -32.561702;     0.566337;     1.055468; ; 
