time [s]; pendulum_position [deg]; pendulum_torque [Nm]; contact_force [N]; UTC_time[YY-MM-DD HH:MM:SS +-OFF]; fallen [bool]
;;;; 2020-12-21 11:51:06 +0100;
    0.000100;   -32.893053;     0.582789;    -7.945670; ; 
    0.000200;   -32.840735;     0.714408;    -6.408890; ; 
    0.000300;   -32.927933;     0.846027;    -6.408890; ; 
    0.000400;   -30.817747;     0.582789;    -4.506211; ; 
    0.000500;   -33.189526;     0.780217;    -6.042990; ; 
    0.000600;   -32.997691;     0.911836;    -6.335710; ; 
    0.000700;   -33.067449;     1.076359;    -5.238010; ; 
    0.000800;   -33.067449;     1.092812;    -2.457171; ; 
    0.000900;   -33.032570;     1.076359;    -6.774790; ; 
    0.001000;   -32.910493;     1.109264;    -5.677090; ; 
    0.001100;   -32.788416;     1.027002;    -5.238010; ; 
    0.001200;   -32.927933;     0.911836;    -5.677090; ; 
    0.001300;   -32.945372;     0.714408;    -5.238010; ; 
    0.001400;   -33.084889;     0.138576;    -5.969810; ; 
    0.001500;   -33.050009;     0.023410;    -6.482070; ; 
    0.001600;   -33.172086;     0.385361;    -6.628430; ; 
    0.001700;   -33.032570;     0.944741;    -3.993951; ; 
    0.001800;   -33.050009;     1.207978;    -8.604289; ; 
    0.001900;   -33.015130;     0.895384;    -6.628430; ; 
    0.002000;   -32.893053;     0.582789;    -6.847970; ; 
    0.002100;   -32.805856;     0.467623;    -5.530730; ; 
    0.002200;   -32.893053;     0.697956;    -4.872111; ; 
    0.002300;   -32.980251;     0.796670;    -8.677469; ; 
    0.002400;   -33.259284;     1.027002;    -8.531109; ; 
    0.002500;   -33.137207;     1.076359;    -5.969810; ; 
    0.002600;   -33.067449;     1.059907;    -7.799310; ; 
    0.002700;   -32.980251;     0.878931;    -7.945670; ; 
    0.002800;   -32.945372;     0.665051;    -5.457550; ; 
    0.002900;   -32.875614;     0.484075;    -6.701610; ; 
    0.003000;   -32.840735;     0.434718;    -7.579770; ; 
    0.003100;   -32.962812;     0.566337;    -6.335710; ; 
    0.003200;   -32.875614;     0.697956;    -6.994330; ; 
    0.003300;   -33.084889;     0.665051;    -9.409269; ; 
    0.003400;   -33.276724;     0.582789;    -5.530730; ; 
    0.003500;   -33.206965;     0.516980;    -7.579770; ; 
    0.003600;   -32.840735;     0.615694;    -3.408511; ; 
    0.003700;   -32.945372;     0.632146;    -4.652571; ; 
    0.003800;   -32.858174;     0.566337;    -5.457550; ; 
    0.003900;   -32.927933;     0.484075;    -4.725751; ; 
    0.004000;   -32.840735;     0.714408;    -4.067131; ; 
    0.004100;   -32.736098;     0.780217;    -7.140690; ; 
    0.004200;   -33.084889;     0.697956;    -4.652571; ; 
    0.004300;   -33.050009;     0.566337;    -7.433410; ; 
    0.004400;   -33.084889;     0.484075;    -5.164830; ; 
    0.004500;   -32.997691;     0.730860;    -6.555250; ; 
    0.004600;   -32.997691;     0.977645;    -5.164830; ; 
    0.004700;   -32.875614;     1.010550;    -7.140690; ; 
    0.004800;   -32.980251;     0.961193;    -5.091650; ; 
    0.004900;   -32.875614;     0.780217;    -5.603910; ; 
    0.005000;   -32.840735;     0.763765;    -5.238010; ; 
    0.005100;   -32.893053;     0.862479;    -5.969810; ; 
    0.005200;   -32.910493;     0.994098;    -4.725751; ; 
    0.005300;   -32.945372;     1.191526;    -6.921150; ; 
    0.005400;   -33.102328;     1.109264;    -8.384749; ; 
    0.005500;   -33.015130;     1.109264;    -9.701989; ; 
    0.005600;   -32.875614;     1.125716;    -7.506590; ; 
    0.005700;   -32.770977;     0.813122;    -9.043369; ; 
    0.005800;   -32.910493;     0.072767;    -6.408890; ; 
    0.005900;   -32.858174;    -0.420803;    -7.140690; ; 
    0.006000;   -32.840735;    -0.239827;    -8.823829; ; 
    0.006100;   -33.015130;     0.451171;    -6.921150; ; 
    0.006200;   -32.945372;     1.010550;    -4.652571; ; 
    0.006300;   -33.032570;     1.092812;    -3.481691; ; 
    0.006400;   -33.067449;     0.796670;    -5.677090; ; 
    0.006500;   -32.927933;     0.434718;    -5.384370; ; 
    0.006600;   -32.736098;     0.368909;    -4.945290; ; 
    0.006700;   -32.614021;     0.566337;    -4.140311; ; 
    0.006800;   -32.823295;     0.747313;    -6.408890; ; 
    0.006900;   -32.718658;     0.582789;    -7.506590; ; 
    0.007000;   -32.927933;     0.697956;    -8.823829; ; 
    0.007100;   -32.893053;     0.714408;    -4.725751; ; 
    0.007200;   -33.032570;     0.665051;    -7.433410; ; 
    0.007300;   -33.067449;     0.615694;    -5.164830; ; 
    0.007400;   -32.439625;     0.533432;    -5.823450; ; 
    0.007500;   -32.770977;     0.648599;    -9.994709; ; 
    0.007600;   -32.683779;     0.780217;    -6.042990; ; 
    0.007700;   -32.666339;     0.846027;    -5.750270; ; 
    0.007800;   -32.945372;     0.829574;    -5.164830; ; 
    0.007900;   -32.614021;     0.582789;    -5.603910; ; 
    0.008000;   -32.927933;     0.846027;    -9.409269; ; 
    0.008100;   -32.962812;     0.961193;    -6.042990; ; 
    0.008200;   -32.823295;     1.010550;    -7.506590; ; 
    0.008300;   -32.910493;     1.010550;    -7.360230; ; 
    0.008400;   -34.061503;     0.796670;    -8.457929; ; 
    0.008500;   -32.666339;     1.027002;   -10.141069; ; 
    0.008600;   -32.648900;     1.059907;    -5.896630; ; 
    0.008700;   -32.648900;     0.829574;    -6.262530; ; 
    0.008800;   -32.770977;     0.533432;    -6.774790; ; 
    0.008900;   -34.096382;     0.270195;    -6.408890; ; 
    0.009000;   -32.927933;     0.516980;    -8.165210; ; 
    0.009100;   -33.015130;     0.681503;    -6.482070; ; 
    0.009200;   -32.875614;     0.944741;    -6.555250; ; 
    0.009300;   -32.805856;     0.895384;    -3.262151; ; 
    0.009400;   -33.381361;     0.681503;    -8.092030; ; 
    0.009500;   -32.526823;     0.829574;    -9.262909; ; 
    0.009600;   -32.631460;     0.928288;    -5.384370; ; 
    0.009700;   -32.718658;     0.928288;    -8.604289; ; 
    0.009800;   -32.927933;     0.994098;    -7.140690; ; 
    0.009900;   -34.567250;     0.829574;    -9.116549; ; 
    0.010000;   -32.893053;     1.092812;    -9.775169; ; 
    0.010100;   -32.945372;     1.010550;    -9.701989; ; 
    0.010200;   -32.736098;     0.516980;    -9.189729; ; 
    0.010300;   -32.614021;    -0.091756;    -7.506590; ; 
    0.010400;   -33.084889;    -0.305637;    -7.287050; ; 
    0.010500;   -32.701218;     0.401814;    -4.506211; ; 
    0.010600;   -32.770977;     1.027002;    -7.360230; ; 
    0.010700;   -32.736098;     1.240883;    -8.604289; ; 
    0.010800;   -32.875614;     0.928288;    -6.262530; ; 
    0.010900;   -32.962812;     0.697956;    -7.945670; ; 
    0.011000;   -32.788416;     0.878931;    -5.311190; ; 
    0.011100;   -32.875614;     1.027002;    -7.360230; ; 
    0.011200;   -32.683779;     1.224430;    -7.360230; ; 
    0.011300;   -32.753537;     1.207978;    -7.213870; ; 
    0.011400;   -32.840735;     1.224430;    -6.701610; ; 
    0.011500;   -32.614021;     1.323144;    -2.896251; ; 
    0.011600;   -32.683779;     1.207978;    -6.116170; ; 
    0.011700;   -32.927933;     0.928288;    -8.604289; ; 
    0.011800;   -32.962812;     0.434718;    -6.482070; ; 
    0.011900;   -32.927933;     0.220838;    -7.579770; ; 
    0.012000;   -32.858174;     0.451171;    -9.336089; ; 
    0.012100;   -32.788416;     0.846027;    -7.726130; ; 
    0.012200;   -32.736098;     1.142169;    -8.238389; ; 
    0.012300;   -32.631460;     0.928288;    -7.287050; ; 
    0.012400;   -32.753537;     0.665051;    -8.897009; ; 
    0.012500;   -32.648900;     0.582789;   -10.726509; ; 
    0.012600;   -32.753537;     0.632146;    -9.555629; ; 
    0.012700;   -32.910493;     0.796670;    -6.921150; ; 
    0.012800;   -32.962812;     0.994098;    -6.628430; ; 
    0.012900;   -32.893053;     0.895384;    -9.409269; ; 
    0.013000;   -32.788416;     0.862479;    -9.262909; ; 
    0.013100;   -32.718658;     0.829574;    -9.336089; ; 
    0.013200;   -32.596581;     0.566337;    -7.945670; ; 
    0.013300;   -32.596581;     0.385361;    -9.921529; ; 
    0.013400;   -32.788416;     0.467623;    -6.628430; ; 
    0.013500;   -32.840735;     0.911836;    -7.799310; ; 
    0.013600;   -32.875614;     1.092812;    -9.043369; ; 
    0.013700;   -32.805856;     1.125716;    -8.238389; ; 
    0.013800;   -32.997691;     0.961193;    -7.506590; ; 
    0.013900;   -32.875614;     0.928288;    -6.116170; ; 
    0.014000;   -32.823295;     0.994098;    -4.359851; ; 
    0.014100;   -32.561702;     1.010550;    -5.091650; ; 
    0.014200;   -32.544263;     0.994098;    -4.506211; ; 
    0.014300;   -32.422186;     0.994098;    -6.482070; ; 
    0.014400;   -32.980251;     0.944741;    -7.872490; ; 
    0.014500;   -32.910493;     1.109264;    -6.116170; ; 
    0.014600;   -32.788416;     0.862479;    -6.847970; ; 
    0.014700;   -32.997691;     0.138576;    -6.042990; ; 
    0.014800;   -32.823295;    -0.256280;    -7.799310; ; 
    0.014900;   -32.927933;    -0.058852;    -5.384370; ; 
    0.015000;   -32.701218;     0.566337;    -7.433410; ; 
    0.015100;   -32.474504;     0.846027;    -7.652950; ; 
    0.015200;   -32.491944;     0.796670;    -8.238389; ; 
    0.015300;   -32.701218;     0.681503;    -7.579770; ; 
    0.015400;   -32.980251;     0.665051;    -8.604289; ; 
    0.015500;   -32.840735;     0.846027;    -6.628430; ; 
    0.015600;   -32.823295;     0.994098;    -6.335710; ; 
    0.015700;   -32.840735;     1.059907;    -8.897009; ; 
    0.015800;   -32.718658;     1.158621;    -8.018850; ; 
    0.015900;   -32.875614;     0.994098;    -6.482070; ; 
    0.016000;   -32.631460;     1.010550;    -6.262530; ; 
    0.016100;   -32.631460;     0.829574;    -6.335710; ; 
    0.016200;   -32.457065;     0.697956;    -7.652950; ; 
