time [s]; pendulum_position [deg]; pendulum_torque [Nm]; contact_force [N]; UTC_time[YY-MM-DD HH:MM:SS +-OFF]; fallen [bool]
;;;; 2020-12-17 10:47:52 +0100;
    0.010100;    10.447166;    -0.256280;     1.201828; ; 
    0.010200;    10.725408;    -0.256280;     0.835928; ; 
    0.010300;    10.534116;    -0.124661;     0.835928; ; 
    0.010400;    10.568896;    -0.025947;     1.055468; ; 
    0.010500;    11.855766;     0.089219;     0.762748; ; 
    0.010600;    10.516726;     0.006958;     1.128648; ; 
    0.010700;    10.412385;     0.039862;     0.835928; ; 
    0.010800;    10.481946;    -0.305637;     0.835928; ; 
    0.010900;    10.377605;    -0.980182;     0.689568; ; 
    0.011000;    10.847139;    -1.440848;     0.835928; ; 
    0.011100;    10.621067;    -1.194063;     1.201828; ; 
    0.011200;    10.742798;    -0.503065;     0.835928; ; 
    0.011300;    10.760188;     0.122124;     0.909108; ; 
    0.011400;    10.603677;     0.237290;     0.835928; ; 
    0.011500;    12.429641;    -0.009495;     0.762748; ; 
    0.011600;    10.481946;    -0.354994;     1.201828; ; 
    0.011700;    10.516726;    -0.354994;     0.689568; ; 
    0.011800;    10.394995;    -0.223375;     0.616388; ; 
    0.011900;    10.377605;    -0.075304;     0.762748; ; 
    0.012000;    10.794968;    -0.075304;     0.689568; ; 
    0.012100;    10.638457;    -0.322089;     1.348188; ; 
    0.012200;    10.621067;    -0.223375;     1.055468; ; 
    0.012300;    10.621067;    -0.124661;     0.982288; ; 
    0.012400;    10.621067;    -0.141113;     1.055468; ; 
    0.012500;    10.464556;    -0.174018;     0.909108; ; 
    0.012600;    10.638457;    -0.223375;     0.762748; ; 
    0.012700;    10.447166;    -0.124661;     0.543208; ; 
    0.012800;    10.481946;     0.105672;     0.616388; ; 
    0.012900;    10.534116;     0.138576;     0.835928; ; 
    0.013000;    10.464556;     0.122124;     0.762748; ; 
    0.013100;    10.760188;     0.171481;     0.762748; ; 
    0.013200;    10.655847;     0.155029;     0.835928; ; 
    0.013300;    10.708018;     0.155029;     0.909108; ; 
    0.013400;    10.621067;     0.204386;     1.055468; ; 
    0.013500;    10.447166;     0.155029;     0.762748; ; 
    0.013600;    10.481946;     0.270195;     0.835928; ; 
    0.013700;    10.586287;     0.286647;     0.762748; ; 
    0.013800;    10.394995;    -0.009495;     0.762748; ; 
    0.013900;    10.742798;    -0.799207;     0.543208; ; 
    0.014000;    10.499336;    -1.259872;     0.543208; ; 
    0.014100;    10.586287;    -0.947278;     0.762748; ; 
    0.014200;    10.638457;    -0.223375;     0.909108; ; 
    0.014300;    10.621067;     0.171481;     0.909108; ; 
    0.014400;    10.568896;     0.072767;     0.616388; ; 
    0.014500;    10.516726;    -0.305637;     0.835928; ; 
    0.014600;    10.447166;    -0.519517;     1.055468; ; 
    0.014700;    10.481946;    -0.453708;     0.835928; ; 
    0.014800;    10.725408;    -0.256280;     0.835928; ; 
    0.014900;    10.638457;    -0.108209;     0.909108; ; 
    0.015000;    10.516726;     0.023410;     0.762748; ; 
    0.015100;    10.708018;    -0.009495;     0.835928; ; 
    0.015200;    10.725408;     0.023410;     0.689568; ; 
    0.015300;    10.586287;    -0.223375;     0.762748; ; 
    0.015400;    10.551506;    -0.486612;     0.762748; ; 
    0.015500;    10.394995;    -0.651136;     0.835928; ; 
    0.015600;    10.481946;    -0.519517;     0.835928; ; 
    0.015700;    10.516726;    -0.141113;     0.835928; ; 
    0.015800;    10.621067;    -0.141113;     0.909108; ; 
    0.015900;    10.812358;    -0.223375;     0.909108; ; 
    0.016000;    10.499336;    -0.420803;     0.762748; ; 
    0.016100;    10.829748;    -0.519517;     0.909108; ; 
    0.016200;    10.586287;    -0.371446;     0.909108; ; 
    0.016300;    10.534116;    -0.157566;     0.982288; ; 
    0.016400;    10.534116;    -0.025947;     0.835928; ; 
    0.016500;    10.168923;    -0.108209;     0.909108; ; 
    0.016600;    10.481946;    -0.206923;     0.762748; ; 
    0.016700;    10.673237;    -0.174018;     0.762748; ; 
    0.016800;    10.794968;    -0.289184;     0.762748; ; 
    0.016900;    10.673237;    -0.420803;     0.762748; ; 
    0.017000;    10.673237;    -0.437255;     0.762748; ; 
    0.017100;    10.655847;    -0.174018;     0.982288; ; 
    0.017200;    10.673237;    -0.075304;     0.909108; ; 
    0.017300;    10.673237;     0.006958;     0.835928; ; 
    0.017400;    10.534116;    -0.206923;     0.909108; ; 
    0.017500;    10.308044;    -0.338541;     0.616388; ; 
    0.017600;    10.621067;    -0.470160;     0.762748; ; 
    0.017700;    10.777578;    -0.437255;     0.689568; ; 
    0.017800;    10.725408;    -0.354994;     0.762748; ; 
    0.017900;    10.760188;    -0.404351;     0.835928; ; 
    0.018000;    10.708018;    -0.289184;     0.909108; ; 
    0.018100;    10.603677;    -0.223375;     0.909108; ; 
    0.018200;    10.638457;    -0.289184;     0.762748; ; 
    0.018300;    10.429775;    -0.486612;     0.616388; ; 
    0.018400;    10.464556;    -0.634683;     0.616388; ; 
    0.018500;    10.551506;    -0.634683;     0.835928; ; 
    0.018600;    10.621067;    -0.519517;     0.762748; ; 
    0.018700;    10.881919;    -0.223375;     0.909108; ; 
    0.018800;    10.638457;    -0.190470;     0.835928; ; 
    0.018900;    10.725408;    -0.289184;     0.982288; ; 
    0.019000;    11.368843;    -0.387898;     0.762748; ; 
    0.019100;    10.464556;    -0.618231;     0.909108; ; 
    0.019200;    10.621067;    -0.535969;     0.909108; ; 
