time [s]; pendulum_position [deg]; pendulum_torque [Nm]; contact_force [N]; UTC_time[YY-MM-DD HH:MM:SS +-OFF]; fallen [bool]
;;;; 2020-12-17 11:17:14 +0100;
    0.000100;    11.212331;     0.368909;     0.543208; ; 
    0.000200;    11.073210;     0.516980;     0.543208; ; 
    0.000300;    11.212331;     0.549885;     0.543208; ; 
    0.000400;    11.386233;     0.319552;     0.616388; ; 
    0.000500;    11.281892;     0.270195;     0.616388; ; 
    0.000600;    10.847139;     0.270195;     0.543208; ; 
    0.000700;    11.212331;     0.451171;     0.616388; ; 
    0.000800;    12.081838;     0.648599;     0.396848; ; 
    0.000900;    11.212331;     0.665051;     0.689568; ; 
    0.001000;    11.125381;     0.615694;     0.543208; ; 
    0.001100;    11.177551;     0.615694;     0.616388; ; 
    0.001200;    11.212331;     0.401814;     0.543208; ; 
    0.001300;    10.290654;     0.418266;     0.616388; ; 
    0.001400;    11.299282;     0.385361;     0.616388; ; 
    0.001500;    11.229722;     0.368909;     0.616388; ; 
    0.001600;    11.160161;     0.467623;     0.689568; ; 
    0.001700;    11.160161;     0.418266;     0.616388; ; 
    0.001800;     9.629829;     0.451171;     0.616388; ; 
    0.001900;    11.247112;     0.253743;     0.689568; ; 
    0.002000;    11.212331;     0.385361;     0.543208; ; 
    0.002100;    11.281892;     0.566337;     0.323668; ; 
    0.002200;    11.299282;     0.714408;     0.689568; ; 
    0.002300;     9.247246;     0.813122;     0.616388; ; 
    0.002400;    11.316672;     0.730860;     0.835928; ; 
    0.002500;    11.281892;     0.665051;     0.616388; ; 
    0.002600;    11.577524;     0.566337;     0.762748; ; 
    0.002700;    11.160161;     0.072767;     0.616388; ; 
    0.002800;    11.003650;    -0.305637;     0.543208; ; 
    0.002900;    11.247112;    -0.404351;     0.543208; ; 
    0.003000;    11.334062;     0.138576;     0.982288; ; 
    0.003100;    11.229722;     0.730860;     0.543208; ; 
    0.003200;    11.212331;     0.911836;     0.470028; ; 
    0.003300;     8.482080;     0.730860;     0.543208; ; 
    0.003400;    11.107991;     0.451171;     0.835928; ; 
    0.003500;    11.334062;     0.434718;     0.616388; ; 
    0.003600;    11.125381;     0.632146;     0.543208; ; 
    0.003700;    11.125381;     0.763765;     0.470028; ; 
    0.003800;     9.490708;     0.878931;     0.323668; ; 
    0.003900;    11.194941;     0.714408;     0.396848; ; 
    0.004000;    11.421013;     0.648599;     0.762748; ; 
    0.004100;    11.386233;     0.582789;     0.616388; ; 
    0.004200;    11.299282;     0.171481;     0.470028; ; 
    0.004300;    11.473183;    -0.206923;     0.543208; ; 
    0.004400;    11.264502;    -0.322089;     0.470028; ; 
    0.004500;    11.160161;     0.089219;     0.543208; ; 
    0.004600;    11.229722;     0.516980;     0.470028; ; 
    0.004700;    11.038430;     0.599242;     0.396848; ; 
    0.004800;    11.073210;     0.385361;     0.543208; ; 
    0.004900;    11.334062;     0.056315;     0.616388; ; 
    0.005000;    11.368843;     0.006958;     0.543208; ; 
    0.005100;    11.386233;     0.171481;     0.616388; ; 
    0.005200;    11.194941;     0.138576;     0.543208; ; 
    0.005300;    11.229722;     0.270195;     0.543208; ; 
    0.005400;    11.090600;     0.253743;     0.616388; ; 
    0.005500;    11.177551;     0.270195;     0.616388; ; 
    0.005600;    11.090600;     0.089219;     0.543208; ; 
    0.005700;    10.986260;    -0.009495;     0.470028; ; 
    0.005800;    11.351453;    -0.108209;     0.470028; ; 
    0.005900;    11.247112;    -0.009495;     0.543208; ; 
    0.006000;    11.403623;     0.187933;     0.616388; ; 
    0.006100;    11.334062;     0.385361;     0.543208; ; 
    0.006200;    11.194941;     0.303100;     0.470028; ; 
    0.006300;    11.299282;     0.237290;     0.689568; ; 
    0.006400;    11.142771;     0.286647;     0.616388; ; 
    0.006500;    11.212331;     0.418266;     0.543208; ; 
    0.006600;    11.194941;     0.385361;     0.396848; ; 
    0.006700;    11.264502;     0.500528;     0.543208; ; 
    0.006800;    11.507964;     0.615694;     0.616388; ; 
    0.006900;    11.386233;     0.714408;     0.543208; ; 
    0.007000;    11.455793;     0.697956;     0.470028; ; 
    0.007100;    11.334062;     0.582789;     0.543208; ; 
    0.007200;    11.090600;     0.467623;     0.470028; ; 
    0.007300;    11.160161;     0.237290;     0.470028; ; 
    0.007400;    11.194941;     0.253743;     0.689568; ; 
    0.007500;    11.125381;     0.401814;     0.543208; ; 
    0.007600;    11.212331;     0.434718;     0.616388; ; 
    0.007700;    11.716645;     0.516980;     0.543208; ; 
    0.007800;    11.681865;     0.533432;     0.323668; ; 
    0.007900;    11.368843;     0.401814;     0.323668; ; 
    0.008000;    11.299282;     0.467623;     0.470028; ; 
    0.008100;    11.264502;     0.533432;     0.250488; ; 
    0.008200;    11.247112;     0.484075;     1.055468; ; 
    0.008300;    11.490574;     0.549885;     0.689568; ; 
    0.008400;    11.212331;     0.467623;     0.762748; ; 
    0.008500;    11.334062;     0.385361;     0.470028; ; 
    0.008600;    11.316672;     0.319552;     0.470028; ; 
    0.008700;    11.386233;     0.187933;     0.250488; ; 
    0.008800;    11.647085;     0.089219;     0.396848; ; 
    0.008900;    11.351453;     0.187933;     0.689568; ; 
    0.009000;    11.264502;     0.549885;     0.616388; ; 
    0.009100;    11.316672;     0.632146;     0.616388; ; 
    0.009200;    11.194941;     0.401814;     0.616388; ; 
    0.009300;    11.490574;     0.336004;     0.543208; ; 
    0.009400;    11.177551;     0.303100;     0.616388; ; 
    0.009500;    11.351453;     0.484075;     0.396848; ; 
    0.009600;    11.351453;     0.549885;     0.543208; ; 
    0.009700;    11.490574;     0.813122;     0.396848; ; 
    0.009800;    11.525354;     0.878931;     0.396848; ; 
    0.009900;    11.334062;     0.763765;     0.616388; ; 
    0.010000;    11.194941;     0.697956;     0.470028; ; 
    0.010100;    11.334062;     0.467623;     0.835928; ; 
    0.010200;    11.177551;     0.220838;     0.689568; ; 
    0.010300;    11.351453;    -0.009495;     0.835928; ; 
    0.010400;    11.299282;     0.072767;     0.470028; ; 
    0.010500;    11.334062;     0.270195;     0.470028; ; 
    0.010600;    11.403623;     0.484075;     0.543208; ; 
    0.010700;    11.351453;     0.451171;     0.470028; ; 
    0.010800;    12.794834;     0.451171;     0.470028; ; 
    0.010900;    11.351453;     0.319552;     0.470028; ; 
    0.011000;    11.403623;     0.385361;     0.543208; ; 
    0.011100;    11.229722;     0.549885;     0.689568; ; 
    0.011200;    11.264502;     0.632146;     0.543208; ; 
    0.011300;    10.916699;     0.566337;     0.470028; ; 
    0.011400;    11.368843;     0.352457;     0.470028; ; 
    0.011500;    11.421013;     0.516980;     0.470028; ; 
    0.011600;    11.455793;     0.401814;     0.543208; ; 
    0.011700;    11.560134;     0.138576;     0.543208; ; 
    0.011800;     9.421148;     0.187933;     0.470028; ; 
    0.011900;    11.142771;     0.187933;     0.616388; ; 
    0.012000;    11.229722;     0.418266;     0.396848; ; 
    0.012100;    11.073210;     0.533432;     0.616388; ; 
    0.012200;    11.316672;     0.467623;     0.543208; ; 
    0.012300;     8.847273;     0.434718;     0.470028; ; 
    0.012400;    11.247112;     0.270195;     0.543208; ; 
    0.012500;    11.507964;     0.336004;     0.982288; ; 
    0.012600;    11.577524;     0.599242;     0.543208; ; 
    0.012700;    11.421013;     0.697956;     0.470028; ; 
    0.012800;     8.742932;     0.829574;     0.396848; ; 
    0.012900;    11.160161;     0.549885;     0.470028; ; 
    0.013000;    11.177551;     0.418266;     0.470028; ; 
    0.013100;    11.090600;    -0.042399;     0.616388; ; 
    0.013200;    11.160161;    -0.684040;     0.689568; ; 
    0.013300;     7.751695;    -0.749850;     0.616388; ; 
    0.013400;    11.421013;    -0.371446;     0.616388; ; 
    0.013500;    11.542744;     0.401814;     0.396848; ; 
    0.013600;    11.403623;     0.714408;     0.616388; ; 
    0.013700;    11.316672;     0.582789;     0.909108; ; 
    0.013800;     9.229856;     0.516980;     0.396848; ; 
    0.013900;    11.264502;     0.286647;     0.396848; ; 
    0.014000;    11.177551;     0.385361;     0.689568; ; 
    0.014100;    11.194941;     0.516980;     0.762748; ; 
    0.014200;    11.368843;     0.451171;     0.616388; ; 
    0.014300;    11.994887;     0.500528;     0.616388; ; 
    0.014400;    11.421013;     0.434718;     0.470028; ; 
    0.014500;    11.473183;     0.401814;     0.396848; ; 
    0.014600;    11.421013;     0.270195;     0.470028; ; 
    0.014700;    11.247112;     0.253743;     0.470028; ; 
    0.014800;    11.003650;     0.270195;     0.543208; ; 
    0.014900;    11.212331;     0.352457;     0.470028; ; 
    0.015000;    11.316672;     0.434718;     0.543208; ; 
    0.015100;    11.299282;     0.434718;     0.616388; ; 
    0.015200;    11.507964;     0.237290;     0.323668; ; 
    0.015300;    11.038430;     0.155029;     0.689568; ; 
    0.015400;    11.507964;     0.023410;     0.616388; ; 
    0.015500;    11.473183;     0.204386;     0.543208; ; 
    0.015600;    11.247112;     0.336004;     0.470028; ; 
    0.015700;    11.403623;     0.401814;     0.909108; ; 
    0.015800;    11.247112;     0.368909;     0.396848; ; 
    0.015900;    11.229722;     0.500528;     0.616388; ; 
