Time_s_,PendulumAngularPosition_deg_,ContactForce_N_,OutputTorque_Nm_
0.0148,0.167402,2.73861,4.58945
0.0149,0.167753,2.95815,4.5902
0.015,0.168104,2.88497,4.58983
0.0151,0.167226,2.73861,4.58985
0.0152,0.166172,2.81179,4.59249
0.0153,0.165821,2.66543,4.59404
0.0154,0.165996,2.73861,4.59592
0.0155,0.166172,2.81179,4.59825
0.0156,0.165645,2.88497,4.60128
0.0157,0.164591,2.81179,4.60483
0.0158,0.163537,2.88497,4.60645
0.0159,0.164064,2.88497,4.60745
0.016,0.164415,2.81179,4.60968
0.0161,0.164064,2.81179,4.61219
0.0162,0.163713,2.73861,4.6168
0.0163,0.163361,2.95815,4.62146
0.0164,0.162132,3.03133,4.62597
0.0165,0.160902,2.59225,4.62723
0.0166,0.161605,2.81179,4.62467
0.0167,0.162307,2.81179,4.62673
0.0168,0.162132,2.73861,4.62946
0.0169,0.161078,2.73861,4.63082
0.017,0.160551,2.66543,4.63226
0.0171,0.160024,2.95815,4.63432
0.0172,0.159497,2.88497,4.63555
0.0173,0.159321,2.88497,4.6352
0.0174,0.158092,2.88497,4.63562
0.0175,0.156686,2.95815,4.63713
0.0176,0.155984,2.95815,4.63857
0.0177,0.15493,2.81179,4.63988
0.0178,0.15493,3.03133,4.64082
0.0179,0.1537,2.95815,4.64222
0.018,0.153173,2.37271,4.64332
0.0181,0.152295,2.81179,4.6449
0.0182,0.151944,3.03133,4.64768
0.0183,0.151768,2.81179,4.65001
0.0184,0.152295,2.66543,4.65175
0.0185,0.151417,2.95815,4.65562
0.0186,0.149836,3.32405,4.65979
0.0187,0.148255,2.59225,4.66322
0.0188,0.146323,2.95815,4.6652
0.0189,0.144917,2.88497,4.66698
0.019,0.143512,2.95815,4.66892
0.0191,0.142634,2.88497,4.67066
0.0192,0.141756,2.81179,4.6735
0.0193,0.14158,2.66543,4.67675
0.0194,0.142634,2.73861,4.67971
0.0195,0.143688,2.73861,4.68123
0.0196,0.141931,2.88497,4.68116
0.0197,0.14035,2.51907,4.68401
0.0198,0.138945,2.95815,4.68727
0.0199,0.138594,2.88497,4.68835
0.02,0.138242,2.95815,4.68996
0.0201,0.138418,2.73861,4.69268
0.0202,0.137891,2.95815,4.69574
0.0203,0.138067,2.51907,4.69645
0.0204,0.140175,2.81179,4.69664
0.0205,0.139472,2.73861,4.69962
0.0206,0.138594,2.44589,4.70147
0.0207,0.137364,2.51907,4.70336
0.0208,0.136661,2.88497,4.70571
0.0209,0.136837,2.51907,4.70853
0.021,0.136837,2.44589,4.71098
0.0211,0.135959,2.51907,4.71408
0.0212,0.136135,2.44589,4.71721
0.0213,0.137188,2.59225,4.71968
0.0214,0.137715,2.51907,4.72282
0.0215,0.13754,2.73861,4.72713
0.0216,0.137364,2.51907,4.73071
0.0217,0.135081,2.51907,4.73554
0.0218,0.134729,2.73861,4.73655
0.0219,0.133324,2.66543,4.73645
0.022,0.132797,2.73861,4.73879
0.0221,0.13227,2.51907,4.74114
0.0222,0.131743,2.59225,4.74325
0.0223,0.134027,2.73861,4.74528
0.0224,0.135608,2.59225,4.74771
0.0225,0.134905,2.15317,4.74986
0.0226,0.134202,2.51907,4.74987
0.0227,0.133675,2.59225,4.75059
0.0228,0.1335,2.59225,4.75324
0.0229,0.133148,2.81179,4.75431
0.023,0.132797,2.59225,4.75509
0.0231,0.132621,2.59225,4.75612
0.0232,0.132446,2.37271,4.75728
0.0233,0.132446,2.44589,4.75951
0.0234,0.132973,2.44589,4.76181
0.0235,0.1335,2.37271,4.76303
0.0236,0.133148,2.59225,4.764
0.0237,0.131743,2.51907,4.76547
0.0238,0.131392,2.59225,4.7676
0.0239,0.130513,2.44589,4.76983
0.024,0.131567,2.51907,4.77122
0.0241,0.13227,2.66543,4.77111
0.0242,0.133851,2.66543,4.77097
0.0243,0.134378,2.29953,4.77231
0.0244,0.135783,2.59225,4.77259
0.0245,0.135432,2.59225,4.77365
0.0246,0.136837,2.51907,4.77432
0.0247,0.13631,2.51907,4.77579
0.0248,0.135959,2.44589,4.77693
0.0249,0.135608,2.66543,4.77706
0.025,0.135432,2.37271,4.77868
0.0251,0.13631,2.29953,4.77959
0.0252,0.136837,2.81179,4.77976
0.0253,0.137188,2.51907,4.78062
0.0254,0.137188,1.71409,4.7811
0.0255,0.137188,2.59225,4.78115
0.0256,0.13754,2.51907,4.78182
0.0257,0.137891,2.29953,4.78275
0.0258,0.137013,2.29953,4.78438
0.0259,0.136135,2.51907,4.7862
0.026,0.136135,2.44589,4.78811
0.0261,0.135783,2.22635,4.79047
0.0262,0.135432,2.37271,4.79307
0.0263,0.135783,2.07999,4.79493
0.0264,0.136486,2.29953,4.79513
0.0265,0.136486,2.15317,4.79671
0.0266,0.135959,2.15317,4.79882
0.0267,0.135256,2.29953,4.80072
0.0268,0.135432,2.37271,4.80301
0.0269,0.135432,2.37271,4.80583
0.027,0.135959,2.15317,4.80817
0.0271,0.136135,2.22635,4.80825
0.0272,0.13631,2.15317,4.80805
0.0273,0.136486,2.37271,4.80915
0.0274,0.136486,2.51907,4.81
0.0275,0.136135,2.37271,4.81142
0.0276,0.135256,1.86045,4.81314
0.0277,0.134729,2.15317,4.81434
0.0278,0.134027,2.22635,4.81535
0.0279,0.134027,2.07999,4.81475
0.028,0.134378,2.07999,4.81565
0.0281,0.134202,2.07999,4.81685
0.0282,0.133324,2.15317,4.81779
0.0283,0.132621,2.00681,4.81901
0.0284,0.1335,2.15317,4.81943
0.0285,0.134554,1.86045,4.81994
0.0286,0.135256,2.00681,4.8196
0.0287,0.135959,1.78727,4.81838
0.0288,0.136135,1.93363,4.81824
0.0289,0.13631,2.07999,4.81805
0.029,0.136837,1.78727,4.81767
0.0291,0.136837,1.86045,4.8185
0.0292,0.136135,2.15317,4.81949
0.0293,0.134202,2.07999,4.82032
0.0294,0.132621,2.44589,4.81894
0.0295,0.133851,2.07999,4.81852
0.0296,0.135081,2.29953,4.81957
0.0297,0.136135,2.37271,4.81956
0.0298,0.136135,2.00681,4.8202
0.0299,0.136135,1.93363,4.8213
0.03,0.136135,2.15317,4.82237
0.0301,0.134378,2.00681,4.8231
0.0302,0.133148,2.00681,4.82213
0.0303,0.131392,2.15317,4.82291
0.0304,0.132446,1.86045,4.82286
0.0305,0.132797,1.93363,4.82298
0.0306,0.133148,2.00681,4.82377
0.0307,0.133851,1.86045,4.8244
0.0308,0.133851,2.07999,4.82508
0.0309,0.134729,2.00681,4.82484
0.031,0.135081,2.00681,4.82553
0.0311,0.134378,2.00681,4.82648
0.0312,0.133675,2.07999,4.827
0.0313,0.1335,2.07999,4.82754
0.0314,0.132973,2.00681,4.82836
0.0315,0.132973,2.07999,4.82905
0.0316,0.134554,1.93363,4.82732
0.0317,0.135959,1.86045,4.82509
0.0318,0.136486,2.00681,4.82608
0.0319,0.137188,2.15317,4.82646
0.032,0.136662,1.86045,4.82683
0.0321,0.136486,1.93363,4.82792
0.0322,0.135959,2.00681,4.82909
0.0323,0.137013,2.00681,4.82943
0.0324,0.138067,1.86045,4.82847
0.0325,0.139121,2.00681,4.82738
0.0326,0.139648,2.07999,4.82717
0.0327,0.139999,2.15317,4.8273
0.0328,0.140526,2.07999,4.82812
0.0329,0.140175,2.07999,4.82929
0.033,0.139999,1.93363,4.8304
0.0331,0.139823,1.93363,4.83134
0.0332,0.139472,2.07999,4.83195
0.0333,0.14035,2.00681,4.83247
0.0334,0.141229,1.78727,4.83266
0.0335,0.141404,2.00681,4.833
0.0336,0.141404,1.93363,4.83401
0.0337,0.14035,2.00681,4.83515
0.0338,0.139999,1.78727,4.83586
0.0339,0.138242,1.93363,4.83548
0.034,0.137364,2.59225,4.83553
0.0341,0.135256,1.64091,4.83784
0.0342,0.134378,2.00681,4.83868
0.0343,0.13227,2.22635,4.84003
0.0344,0.132446,2.15317,4.8412
0.0345,0.132094,2.00681,4.84266
0.0346,0.131743,2.07999,4.84355
0.0347,0.131216,2.22635,4.84285
0.0348,0.130689,2.07999,4.84364
0.0349,0.130514,2.07999,4.8447
0.035,0.130162,2.22635,4.84511
0.0351,0.12946,2.15317,4.84617
0.0352,0.128757,2.15317,4.84773
0.0353,0.128054,1.93363,4.84905
0.0354,0.127879,1.93363,4.84941
0.0355,0.128054,1.93363,4.8496
0.0356,0.12823,1.78727,4.8506
0.0357,0.127352,1.86045,4.85153
0.0358,0.126298,2.22635,4.85237
0.0359,0.125068,1.56773,4.85335
0.036,0.125595,1.78727,4.85375
0.0361,0.126649,2.29953,4.85384
0.0362,0.127176,2.00681,4.85382
0.0363,0.128054,1.49455,4.85402
0.0364,0.127,2.07999,4.85492
0.0365,0.126825,2.51907,4.85588
0.0366,0.126122,1.86045,4.85787
0.0367,0.125244,1.93363,4.8599
0.0368,0.123663,2.22635,4.862
0.0369,0.122082,2.07999,4.86291
0.037,0.121028,1.86045,4.8624
0.0371,0.121028,2.07999,4.86265
0.0372,0.120325,2.22635,4.86285
0.0373,0.12015,2.00681,4.86275
0.0374,0.119623,2.00681,4.86316
0.0375,0.119623,2.15317,4.86309
0.0376,0.119271,2.29953,4.86322
0.0377,0.118744,2.00681,4.86349
0.0378,0.118393,1.71409,4.86441
0.0379,0.11769,1.93363,4.8656
0.038,0.116988,2.00681,4.86674
0.0381,0.116812,1.71409,4.86798
0.0382,0.117163,2.15317,4.86891
0.0383,0.117163,1.56773,4.8699
0.0384,0.117163,1.86045,4.87024
0.0385,0.116988,2.00681,4.87004
0.0386,0.116812,2.00681,4.87035
0.0387,0.116109,1.93363,4.87059
0.0388,0.115231,2.00681,4.87188
0.0389,0.113299,1.93363,4.87378
0.039,0.112596,2.00681,4.8756
0.0391,0.112772,1.93363,4.877
0.0392,0.113299,2.15317,4.87705
0.0393,0.113299,1.86045,4.87755
0.0394,0.113123,1.78727,4.8786
0.0395,0.113123,1.78727,4.87937
0.0396,0.113475,1.86045,4.88026
0.0397,0.113826,1.86045,4.88135
0.0398,0.11365,2.00681,4.88284
0.0399,0.113475,1.49455,4.88322
0.04,0.114529,2.22635,4.88308
0.0401,0.115758,1.64091,4.88411
0.0402,0.115231,1.64091,4.88557
0.0403,0.114704,1.78727,4.887
0.0404,0.114177,1.71409,4.88904
0.0405,0.113826,1.64091,4.89092
0.0406,0.112948,1.64091,4.89276
0.0407,0.112772,1.93363,4.89323
0.0408,0.111542,1.78727,4.89406
0.0409,0.11084,1.78727,4.89523
0.041,0.110488,2.22635,4.8963
0.0411,0.110137,1.42137,4.89746
0.0412,0.108907,1.56773,4.89899
0.0413,0.108205,1.56773,4.90045
0.0414,0.108732,1.12865,4.90113
0.0415,0.109259,1.49455,4.90115
0.0416,0.108205,1.71409,4.90294
0.0417,0.108029,1.56773,4.90436
0.0418,0.107151,1.78727,4.90538
0.0419,0.107151,1.64091,4.9064
0.042,0.107151,1.42137,4.90742
0.0421,0.107151,1.64091,4.90814
0.0422,0.1068,1.49455,4.9088
0.0423,0.106448,1.34819,4.90969
0.0424,0.105921,1.56773,4.91072
0.0425,0.10557,1.20183,4.91136
0.0426,0.105219,1.49455,4.91203
0.0427,0.104867,1.49455,4.91285
0.0428,0.105043,1.27501,4.91397
0.0429,0.105219,1.34819,4.91482
0.043,0.106273,1.27501,4.91447
0.0431,0.107502,1.34819,4.91504
0.0432,0.107151,1.34819,4.91608
0.0433,0.106624,1.56773,4.91721
0.0434,0.106273,1.27501,4.91848
0.0435,0.107502,1.49455,4.91915
0.0436,0.108908,1.42137,4.91957
0.0437,0.110137,1.42137,4.91966
0.0438,0.110664,1.27501,4.91995
0.0439,0.110664,1.42137,4.92096
0.044,0.111015,1.64091,4.92182
0.0441,0.111542,1.42137,4.92251
0.0442,0.112245,1.34819,4.92334
0.0443,0.112948,1.20183,4.92446
0.0444,0.114002,1.64091,4.92487
0.0445,0.115056,1.12865,4.92444
0.0446,0.116285,1.56773,4.92503
0.0447,0.117866,1.49455,4.92549
0.0448,0.119096,1.34819,4.92559
0.0449,0.11892,1.20183,4.92649
0.045,0.119447,1.27501,4.92724
0.0451,0.119974,1.49455,4.92785
0.0452,0.120852,1.49455,4.92669
0.0453,0.120677,1.12865,4.92604
0.0454,0.120325,1.27501,4.92723
0.0455,0.120501,1.27501,4.92794
0.0456,0.121379,1.42137,4.92826
0.0457,0.123838,1.27501,4.92848
0.0458,0.124014,1.49455,4.9295
0.0459,0.124365,1.42137,4.93028
0.046,0.12419,1.34819,4.93053
0.0461,0.124541,1.56773,4.9311
0.0462,0.124014,1.56773,4.93225
0.0463,0.125244,1.49455,4.9326
0.0464,0.125771,1.12865,4.93322
0.0465,0.126825,1.64091,4.93384
0.0466,0.128581,1.56773,4.93438
0.0467,0.130865,1.27501,4.93374
0.0468,0.132621,1.56773,4.93309
0.0469,0.13227,1.42137,4.93401
0.047,0.131216,1.34819,4.93528
0.0471,0.131392,1.27501,4.93629
0.0472,0.13227,1.42137,4.93721
0.0473,0.133851,1.20183,4.9379
0.0474,0.135432,1.34819,4.93815
0.0475,0.136661,1.34819,4.93666
0.0476,0.138594,1.56773,4.93563
0.0477,0.139296,1.86045,4.93653
0.0478,0.139823,1.34819,4.9372
0.0479,0.139823,1.42137,4.9378
0.048,0.139823,1.27501,4.93848
0.0481,0.139472,1.49455,4.93954
0.0482,0.139296,1.56773,4.93969
0.0483,0.138945,1.56773,4.93982
0.0484,0.138242,1.20183,4.94099
0.0485,0.138594,1.34819,4.94181
0.0486,0.139823,1.86045,4.94219
0.0487,0.141229,1.56773,4.94293
0.0488,0.142634,1.56773,4.94381
0.0489,0.143336,1.42137,4.94454
0.049,0.143688,1.78727,4.94444
0.0491,0.14439,1.34819,4.94422
0.0492,0.145269,1.42137,4.9446
0.0493,0.146323,1.71409,4.94476
0.0494,0.147904,1.49455,4.94466
0.0495,0.149133,1.27501,4.94494
0.0496,0.150363,1.56773,4.94516
0.0497,0.150714,1.20183,4.94459
0.0498,0.151065,1.27501,4.94386
0.0499,0.151417,1.27501,4.94493
0.05,0.151768,1.56773,4.9461
0.0501,0.152998,1.34819,4.94634
0.0502,0.154227,2.07999,4.94647
0.0503,0.155106,1.56773,4.94677
0.0504,0.155808,1.71409,4.9471
0.0505,0.156159,1.56773,4.94722
0.0506,0.157038,1.49455,4.94726
0.0507,0.158267,1.49455,4.94798
0.0508,0.15897,1.49455,4.94871
0.0509,0.158619,1.27501,4.94942
0.051,0.158267,1.56773,4.95038
0.0511,0.15897,1.64091,4.95105
0.0512,0.159673,1.49455,4.95124
0.0513,0.159146,1.56773,4.95183
0.0514,0.158619,1.71409,4.95259
0.0515,0.158794,1.56773,4.95341
0.0516,0.158794,1.56773,4.95409
0.0517,0.158794,1.64091,4.95462
0.0518,0.158794,1.71409,4.95565
0.0519,0.158443,1.64091,4.95679
0.052,0.158092,1.86045,4.95704
0.0521,0.158443,1.64091,4.9575
0.0522,0.158794,1.64091,4.95846
0.0523,0.159146,1.49455,4.95957
0.0524,0.159673,1.78727,4.96053
0.0525,0.159673,1.78727,4.96174
0.0526,0.159497,1.64091,4.963
0.0527,0.159673,1.56773,4.96389
0.0528,0.160375,1.64091,4.9645
0.0529,0.1602,1.56773,4.9656
0.053,0.159848,1.64091,4.96676
0.0531,0.159673,1.78727,4.96775
0.0532,0.15897,1.93363,4.96896
0.0533,0.158267,1.93363,4.97035
0.0534,0.15774,1.64091,4.97158
0.0535,0.157038,1.71409,4.97215
0.0536,0.155984,1.56773,4.97243
0.0537,0.155808,1.78727,4.97273
0.0538,0.155632,1.64091,4.97315
0.0539,0.155632,1.64091,4.97361
0.054,0.155106,1.49455,4.97427
0.0541,0.15493,1.71409,4.97515
0.0542,0.154227,1.78727,4.9761
0.0543,0.153525,1.78727,4.9761
0.0544,0.152646,1.64091,4.97641
0.0545,0.151417,1.78727,4.97759
0.0546,0.149484,1.86045,4.97911
0.0547,0.148255,1.93363,4.98048
0.0548,0.148255,1.42137,4.98143
0.0549,0.148255,1.86045,4.98234
0.055,0.147552,1.56773,4.98247
0.0551,0.14685,1.86045,4.98232
0.0552,0.147552,2.00681,4.98276
0.0553,0.14966,1.86045,4.98281
0.0554,0.151241,1.71409,4.98305
0.0555,0.151241,1.56773,4.98417
0.0556,0.149836,2.00681,4.98573
0.0557,0.150714,2.00681,4.9864
0.0558,0.150714,1.71409,4.98732
0.0559,0.150714,2.07999,4.9882
0.056,0.14966,1.49455,4.98938
0.0561,0.148782,1.86045,4.99037
0.0562,0.148079,1.78727,4.99162
0.0563,0.147552,2.00681,4.99314
0.0564,0.14685,1.78727,4.99472
0.0565,0.145269,1.78727,4.996
0.0566,0.143863,1.93363,4.99675
0.0567,0.142634,2.15317,4.99803
0.0568,0.143512,1.93363,4.99852
0.0569,0.144215,1.64091,4.99892
0.057,0.144742,2.07999,4.99976
0.0571,0.144039,1.93363,5.00094
0.0572,0.142634,1.78727,5.00208
0.0573,0.140526,1.93363,5.00235
0.0574,0.138594,2.22635,5.00339
0.0575,0.136837,2.00681,5.0051
0.0576,0.136661,2.00681,5.00583
0.0577,0.136486,1.93363,5.0065
0.0578,0.136837,1.78727,5.00719
0.0579,0.136134,1.71409,5.00838
0.058,0.135256,2.00681,5.00938
0.0581,0.135783,1.93363,5.0095
0.0582,0.13631,1.71409,5.01053
0.0583,0.13754,2.66543,5.0113
0.0584,0.13631,2.00681,5.01249
0.0585,0.134729,2.07999,5.01388
0.0586,0.133148,2.00681,5.01554
0.0587,0.131567,2.07999,5.01707
0.0588,0.130865,2.37271,5.01801
0.0589,0.129811,2.37271,5.01904
0.059,0.129108,2.07999,5.02042
0.0591,0.128581,2.00681,5.02175
0.0592,0.12823,2.51907,5.02311
0.0593,0.127176,2.07999,5.02498
0.0594,0.126122,2.29953,5.0269
0.0595,0.125244,2.37271,5.02835
0.0596,0.125771,2.44589,5.02808
0.0597,0.126122,2.15317,5.02877
0.0598,0.126122,2.29953,5.02982
0.0599,0.125068,1.86045,5.03058
0.06,0.123838,2.37271,5.03151
0.0601,0.122609,2.29953,5.03282
0.0602,0.122258,2.29953,5.03347
0.0603,0.122258,2.37271,5.03405
0.0604,0.122433,2.44589,5.03491
0.0605,0.122433,2.29953,5.03548
0.0606,0.122082,2.29953,5.03633
0.0607,0.122082,2.29953,5.03718
0.0608,0.122433,2.29953,5.03811
0.0609,0.12296,2.22635,5.03916
0.061,0.123136,2.29953,5.04028
0.0611,0.122609,2.15317,5.04115
0.0612,0.121555,2.07999,5.04269
0.0613,0.120852,2.37271,5.0442
0.0614,0.120677,2.29953,5.04498
0.0615,0.120852,1.93363,5.04566
0.0616,0.121028,2.22635,5.04655
0.0617,0.121204,2.37271,5.04756
0.0618,0.121731,2.07999,5.04784
0.0619,0.121555,2.07999,5.04827
0.062,0.12015,2.29953,5.04958
0.0621,0.118569,2.15317,5.05098
0.0622,0.117339,2.07999,5.05229
0.0623,0.117339,2.15317,5.05383
0.0624,0.118569,2.15317,5.05496
0.0625,0.119974,2.07999,5.05532
0.0626,0.121379,2.07999,5.05399
0.0627,0.121555,2.51907,5.0547
0.0628,0.121731,2.15317,5.05595
0.0629,0.121906,2.07999,5.05671
0.063,0.121731,1.86045,5.05775
0.0631,0.12296,2.07999,5.05838
0.0632,0.12419,2.44589,5.05901
0.0633,0.124892,2.44589,5.05921
0.0634,0.125595,2.29953,5.05887
0.0635,0.126473,2.29953,5.05911
0.0636,0.127,2.00681,5.05962
0.0637,0.127879,2.00681,5.05991
0.0638,0.12823,2.07999,5.0606
0.0639,0.128933,2.15317,5.06113
0.064,0.129108,2.07999,5.06162
0.0641,0.129284,2.15317,5.06205
0.0642,0.129459,2.29953,5.06268
0.0643,0.130513,2.15317,5.06302
0.0644,0.131919,2.22635,5.06333
0.0645,0.133851,2.37271,5.06376
0.0646,0.135256,2.22635,5.06443
0.0647,0.136134,2.29953,5.06526
0.0648,0.136661,2.22635,5.06603
0.0649,0.137364,2.22635,5.06645
0.065,0.137891,2.29953,5.06722
0.0651,0.13754,2.07999,5.06839
0.0652,0.135783,2.37271,5.0698
0.0653,0.134027,2.37271,5.07134
0.0654,0.134378,2.22635,5.07214
0.0655,0.132621,2.07999,5.07361
0.0656,0.132621,2.29953,5.07426
0.0657,0.131743,2.37271,5.07494
0.0658,0.130865,2.15317,5.07571
0.0659,0.13104,2.44589,5.07643
0.066,0.131216,2.44589,5.07729
0.0661,0.132446,1.93363,5.07798
0.0662,0.131919,2.44589,5.07919
0.0663,0.133324,2.29953,5.0793
0.0664,0.134202,2.44589,5.07947
0.0665,0.134729,2.22635,5.08011
0.0666,0.135081,2.29953,5.08081
0.0667,0.134905,2.44589,5.08153
0.0668,0.134905,2.37271,5.08248
0.0669,0.13631,2.29953,5.08296
0.067,0.138067,2.37271,5.08353
0.0671,0.139472,2.22635,5.08351
0.0672,0.141053,2.15317,5.08327
0.0673,0.14281,2.29953,5.08324
0.0674,0.14439,2.37271,5.08339
0.0675,0.144566,2.29953,5.084
0.0676,0.144917,2.22635,5.08449
0.0677,0.145093,2.44589,5.08504
0.0678,0.145971,2.51907,5.08486
0.0679,0.14685,2.22635,5.08387
0.068,0.146674,2.51907,5.08468
0.0681,0.146498,2.37271,5.08587
0.0682,0.146147,2.07999,5.08677
0.0683,0.146498,2.37271,5.08754
0.0684,0.14685,2.44589,5.08833
0.0685,0.14685,2.29953,5.08915
0.0686,0.147552,2.29953,5.08949
0.0687,0.147728,2.44589,5.09008
0.0688,0.148431,2.37271,5.09084
0.0689,0.148958,2.37271,5.09153
0.069,0.148782,2.37271,5.09271
0.0691,0.149309,2.51907,5.0938
0.0692,0.148606,2.51907,5.09532
0.0693,0.148431,2.00681,5.09634
0.0694,0.148079,2.37271,5.09704
0.0695,0.147552,2.73861,5.09789
0.0696,0.147201,2.81179,5.09879
0.0697,0.147377,2.44589,5.09969
0.0698,0.148255,2.73861,5.1005
0.0699,0.14966,2.59225,5.10117
