time [s]; pendulum_position [deg]; pendulum_torque [Nm]; contact_force [N]; UTC_time[YY-MM-DD HH:MM:SS +-OFF]; fallen [bool]
;;;; 2020-12-17 10:42:33 +0100;
    0.000100;    10.394995;     0.171481;     0.982288; ; 
    0.000200;    10.568896;     0.171481;     1.128648; ; 
    0.000300;    10.603677;     0.237290;     1.275008; ; 
    0.000400;    10.742798;     0.286647;     1.055468; ; 
    0.000500;    10.568896;     0.401814;     1.055468; ; 
    0.000600;    10.690627;     0.418266;     0.982288; ; 
    0.000700;    10.655847;     0.368909;     0.909108; ; 
    0.000800;    10.377605;     0.451171;     1.055468; ; 
    0.000900;    10.412385;     0.434718;     0.982288; ; 
    0.001000;    10.377605;     0.418266;     0.909108; ; 
    0.001100;    10.534116;     0.270195;     0.982288; ; 
    0.001200;    10.603677;    -0.124661;     1.128648; ; 
    0.001300;    10.638457;    -0.782754;     1.055468; ; 
    0.001400;    10.708018;    -0.865016;     1.055468; ; 
    0.001500;    10.673237;    -0.354994;     0.909108; ; 
    0.001600;    10.708018;     0.220838;     1.055468; ; 
    0.001700;    10.603677;     0.451171;     0.982288; ; 
    0.001800;    10.586287;     0.352457;     0.909108; ; 
    0.001900;    10.568896;     0.105672;     0.982288; ; 
    0.002000;    10.516726;    -0.025947;     0.982288; ; 
    0.002100;    10.586287;    -0.058852;     1.128648; ; 
    0.002200;    10.881919;     0.039862;     0.982288; ; 
    0.002300;    10.603677;     0.220838;     0.982288; ; 
    0.002400;    10.829748;     0.155029;     1.055468; ; 
    0.002500;    10.725408;     0.204386;     0.909108; ; 
    0.002600;    10.603677;     0.089219;     0.982288; ; 
    0.002700;    10.742798;    -0.141113;     0.909108; ; 
    0.002800;    10.534116;     0.006958;     1.055468; ; 
    0.002900;    10.586287;    -0.009495;     0.909108; ; 
    0.003000;    10.586287;     0.220838;     0.982288; ; 
    0.003100;    10.638457;     0.484075;     0.982288; ; 
    0.003200;    10.760188;     0.533432;     0.982288; ; 
    0.003300;    10.812358;     0.895384;     1.055468; ; 
    0.003400;    10.881919;     0.187933;     1.055468; ; 
    0.003500;    10.742798;     0.089219;     0.982288; ; 
    0.003600;    10.621067;     0.138576;     0.982288; ; 
    0.003700;    10.708018;     0.237290;     0.982288; ; 
    0.003800;    10.673237;     0.977645;     1.055468; ; 
    0.003900;    10.690627;     0.352457;     1.055468; ; 
    0.004000;    10.551506;     0.270195;     0.982288; ; 
    0.004100;    10.794968;     0.023410;     1.128648; ; 
    0.004200;    10.812358;    -0.322089;     0.909108; ; 
    0.004300;    10.916699;    -0.058852;     0.982288; ; 
    0.004400;    10.760188;    -0.535969;     0.982288; ; 
    0.004500;    10.725408;    -0.124661;     1.055468; ; 
    0.004600;    10.725408;     0.418266;     1.201828; ; 
    0.004700;    10.690627;     0.401814;     1.055468; ; 
    0.004800;    10.708018;     0.796670;     1.128648; ; 
    0.004900;    10.742798;     0.006958;     0.982288; ; 
    0.005000;    10.812358;     0.023410;     0.909108; ; 
    0.005100;    10.777578;     0.122124;     0.835928; ; 
    0.005200;    10.794968;     0.039862;     1.055468; ; 
    0.005300;    10.916699;     0.582789;     0.909108; ; 
    0.005400;    10.864529;     0.220838;     1.055468; ; 
    0.005500;    10.794968;     0.105672;     1.201828; ; 
    0.005600;    10.603677;     0.072767;     1.275008; ; 
    0.005700;    10.621067;     0.039862;     1.055468; ; 
    0.005800;    10.673237;     0.665051;     0.982288; ; 
    0.005900;    10.864529;     0.368909;     0.982288; ; 
    0.006000;    10.829748;     0.434718;     0.835928; ; 
    0.006100;    10.968870;     0.385361;     0.982288; ; 
    0.006200;    10.881919;     0.286647;     0.982288; ; 
    0.006300;    10.812358;     0.697956;     0.909108; ; 
    0.006400;    10.655847;     0.089219;     1.128648; ; 
    0.006500;    10.568896;     0.105672;     1.201828; ; 
    0.006600;    10.655847;     0.286647;     1.055468; ; 
    0.006700;    10.534116;     0.352457;     1.055468; ; 
    0.006800;    10.690627;     0.780217;     0.982288; ; 
    0.006900;    10.777578;     0.549885;     0.909108; ; 
    0.007000;    10.760188;     0.533432;     0.909108; ; 
    0.007100;    10.934089;     0.105672;     0.835928; ; 
    0.007200;    10.916699;    -0.634683;     1.348188; ; 
    0.007300;    10.742798;    -1.045992;     0.835928; ; 
    0.007400;    10.881919;    -0.733397;     1.128648; ; 
    0.007500;    10.673237;    -0.075304;     1.055468; ; 
    0.007600;    10.655847;     0.336004;     1.055468; ; 
    0.007700;    10.812358;     0.319552;     1.055468; ; 
    0.007800;    10.847139;     0.122124;     1.055468; ; 
    0.007900;    10.690627;    -0.091756;     0.982288; ; 
    0.008000;    10.864529;    -0.058852;     0.909108; ; 
    0.008100;    10.881919;     0.105672;     0.909108; ; 
    0.008200;    10.777578;     0.319552;     0.982288; ; 
    0.008300;    10.847139;     0.418266;     1.128648; ; 
    0.008400;    10.673237;     0.352457;     1.055468; ; 
    0.008500;    10.655847;     0.237290;     1.055468; ; 
    0.008600;    10.655847;     0.105672;     1.055468; ; 
    0.008700;    10.777578;    -0.223375;     1.055468; ; 
    0.008800;    10.916699;    -0.354994;     0.835928; ; 
    0.008900;    10.899309;    -0.239827;     0.982288; ; 
    0.009000;    10.899309;     0.072767;     1.055468; ; 
    0.009100;    10.812358;     0.187933;     1.275008; ; 
    0.009200;    10.760188;     0.105672;     1.055468; ; 
    0.009300;    10.725408;     0.006958;     0.909108; ; 
    0.009400;    10.673237;     0.023410;     0.909108; ; 
    0.009500;    10.586287;     0.006958;     1.055468; ; 
    0.009600;    10.673237;     0.122124;     0.909108; ; 
