Time_s_,PendulumAngularPosition_deg_,ContactForce_N_,OutputTorque_Nm_
0.0001,0,1.640907,3.626471
0.0002,3.552714e-15,1.640907,3.610019
0.0003,-0.027824,1.640907,3.544175
0.0004,-0.02981143,1.714087,3.458386
0.0005,-0.03284778,1.933627,3.232261
0.0006,-0.01897073,1.421367,3.199435
0.0007,-0.02006515,1.567727,3.217195
0.0008,-0.02202713,2.445887,3.215273
0.0009,-0.01534388,1.714087,3.198329
0.001,-0.008237053,1.494547,3.199025
0.0011,-0.002483905,1.787267,3.205856
0.0012,-0.004536174,1.714087,3.197453
0.0013,-0.00347764,1.714087,3.196649
0.0014,0.003864852,1.787267,3.196734
0.0015,0.002399,1.640907,3.196727
0.0016,0.00112229,1.787267,3.208397
0.0017,0.005270091,1.860447,3.220778
0.0018,0.0019878,1.714087,3.234673
0.0019,0.001880378,2.153167,3.239843
0.002,0.005351179,1.640907,3.243222
0.0021,0.001696976,1.567727,3.255493
0.0022,-0.001617302,1.787267,3.269683
0.0023,-0.001158956,1.714087,3.279188
0.0024,0.0003704043,1.567727,3.289242
0.0025,-0.0007093878,1.640907,3.30204
0.0026,-0.003068431,1.640907,3.311413
0.0027,-0.002296396,1.640907,3.292338
0.0028,-0.0003157636,1.714087,3.273007
0.0029,0.001525877,1.494547,3.278989
0.003,-0.000294322,1.567727,3.281355
0.0031,0.001425852,1.787267,3.282086
0.0032,0.004416968,1.714087,3.284111
0.0033,0.007759092,1.714087,3.285569
0.0034,0.009084821,1.567727,3.285618
0.0035,0.0103337,1.640907,3.280895
0.0036,0.01200207,1.714087,3.27557
0.0037,0.01429368,2.006807,3.27389
0.0038,0.01391252,1.567727,3.27013
0.0039,0.01490625,1.421367,3.266941
0.004,0.01584966,1.860447,3.267871
0.0041,0.01739056,1.494547,3.269745
0.0042,0.01969527,1.494547,3.261719
0.0043,0.01923186,1.567727,3.255397
0.0044,0.01938943,1.421367,3.258799
0.0045,0.02032148,1.494547,3.258259
0.0046,0.02197697,1.640907,3.256207
0.0047,0.02412222,1.494547,3.254045
0.0048,0.02581103,1.640907,3.253142
0.0049,0.02671309,1.494547,3.251004
0.005,0.02722739,1.640907,3.244257
0.0051,0.02757872,1.567727,3.243366
0.0052,0.02793004,1.494547,3.24538
0.0053,0.02880833,1.567727,3.247283
0.0054,0.02951096,1.933627,3.253932
0.0055,0.03021359,1.494547,3.262441
0.0056,0.0305649,1.494547,3.267794
0.0057,0.0305649,1.640907,3.253131
0.0058,0.03197016,1.714087,3.245348
0.0059,0.03355108,1.640907,3.255891
0.006,0.03390239,1.421367,3.258754
0.0061,0.03478068,1.275008,3.259429
0.0062,0.0354833,1.860447,3.260936
0.0063,0.0354833,1.640907,3.262109
0.0064,0.03618593,1.567727,3.258332
0.0065,0.03618593,1.494547,3.256062
0.0066,0.03548329,1.640907,3.255365
0.0067,0.03565896,1.567727,3.252283
0.0068,0.03513199,1.567727,3.251245
0.0069,0.0354833,1.421367,3.251854
0.007,0.03618593,1.494547,3.254093
0.0071,0.03723987,1.714087,3.255437
0.0072,0.03794251,1.640907,3.249379
0.0073,0.03864514,1.128648,3.249041
0.0074,0.03934778,1.567727,3.249712
0.0075,0.03934778,1.494547,3.246853
0.0076,0.0388208,1.567727,3.247743
0.0077,0.03706422,1.421367,3.250985
0.0078,0.0375912,1.201828,3.252715
0.0079,0.03776687,1.494547,3.251167
0.008,0.03846951,1.714087,3.248124
0.0081,0.03899648,1.714087,3.249403
0.0082,0.03952345,1.567727,3.250445
0.0083,0.04005042,1.421367,3.251955
0.0084,0.04163134,1.494547,3.257288
0.0085,0.04303661,1.348188,3.260888
0.0086,0.04426621,1.714087,3.261954
0.0087,0.04303661,1.421367,3.258243
0.0088,0.04286095,1.421367,3.259801
0.0089,0.04303661,1.567727,3.262781
0.009,0.04479318,1.787267,3.261642
0.0091,0.0463741,1.714087,3.261122
0.0092,0.04795502,1.421367,3.2606
0.0093,0.04953594,1.494547,3.262213
0.0094,0.04900897,1.787267,3.260829
0.0095,0.04953594,1.567727,3.259279
0.0096,0.0488333,1.567727,3.262328
0.0097,0.04918462,1.348188,3.264094
0.0098,0.0500629,1.494547,3.26614
0.0099,0.05129251,1.567727,3.269351
0.01,0.05199513,1.567727,3.271269
0.0101,0.0525221,1.714087,3.270669
0.0102,0.05287342,1.494547,3.265114
0.0103,0.05252211,1.494547,3.263044
0.0104,0.0521708,1.640907,3.262606
0.0105,0.05146816,1.494547,3.259547
0.0106,0.05076553,1.494547,3.257955
0.0107,0.05129249,1.494547,3.257816
0.0108,0.05287341,1.640907,3.256615
0.0109,0.05392736,1.567727,3.250836
0.011,0.05269776,1.348188,3.249343
0.0111,0.05146815,1.714087,3.252427
0.0112,0.05023855,1.494547,3.253545
0.0113,0.04883328,1.421367,3.257783
0.0114,0.04777934,1.567727,3.262919
0.0115,0.04690105,1.567727,3.267479
0.0116,0.04672539,1.421367,3.269081
0.0117,0.04654974,1.933627,3.266279
0.0118,0.04654974,1.714087,3.267594
0.0119,0.04672539,1.494547,3.269658
0.012,0.04672539,1.421367,3.270716
0.0121,0.04672539,1.640907,3.271961
0.0122,0.04496882,1.494547,3.274619
0.0123,0.04426618,1.275008,3.27667
0.0124,0.04426618,1.494547,3.275246
0.0125,0.04426618,1.275008,3.273646
0.0126,0.0437392,1.494547,3.27547
0.0127,0.04321222,1.494547,3.276879
0.0128,0.04233393,1.275008,3.278456
0.0129,0.04145564,1.348188,3.281743
0.013,0.04057734,1.494547,3.284094
0.0131,0.03899642,1.421367,3.285465
0.0132,0.03741551,1.421367,3.285634
0.0133,0.03565893,1.494547,3.287921
0.0134,0.03636157,1.567727,3.289066
