time [s]; pendulum_position [deg]; pendulum_torque [Nm]; contact_force [N]; UTC_time[YY-MM-DD HH:MM:SS +-OFF]; fallen [bool]
;;;; 2020-12-07 16:29:57 +0100;
    0.000100;    14.577862;     3.165806;    -0.261772; ; 
    0.000200;    14.716983;     3.067092;    -0.042232; ; 
    0.000300;    14.769153;     3.248067;     0.689568; ; 
    0.000400;    14.612642;     3.330329;     0.543208; ; 
    0.000500;    14.630032;     3.396138;    -1.286292; ; 
    0.000600;    14.734373;     3.445495;     0.177308; ; 
    0.000700;    14.612642;     3.494852;     0.323668; ; 
    0.000800;    14.716983;     3.544209;    -0.115412; ; 
    0.000900;    14.682203;     3.379686;    -0.261772; ; 
    0.001000;    14.630032;     3.182258;     0.104128; ; 
    0.001100;    14.508302;     2.984830;     0.250488; ; 
    0.001200;    14.560472;     2.836759;     0.982288; ; 
    0.001300;    14.716983;     2.803854;     0.396848; ; 
    0.001400;    14.682203;     3.083544;    -0.993572; ; 
    0.001500;    14.282230;     3.034187;    -0.481312; ; 
    0.001600;    14.560472;     3.067092;     0.250488; ; 
    0.001700;    14.769153;     3.099996;    -0.188592; ; 
    0.001800;    14.560472;     3.215163;    -0.261772; ; 
    0.001900;    14.560472;     3.280972;    -0.042232; ; 
    0.002000;    14.490911;     3.379686;     0.323668; ; 
    0.002100;    14.630032;     3.297424;     0.396848; ; 
    0.002200;    14.630032;     3.363234;     0.689568; ; 
    0.002300;    14.682203;     3.346781;     0.835928; ; 
    0.002400;    14.560472;     3.182258;     0.323668; ; 
    0.002500;    14.525692;     2.902568;     0.030948; ; 
    0.002600;    14.664813;     2.803854;     0.470028; ; 
    0.002700;    14.264840;     2.770950;    -0.042232; ; 
    0.002800;    14.682203;     2.951925;     0.177308; ; 
    0.002900;    14.716983;     3.215163;     0.470028; ; 
    0.003000;    14.577862;     3.231615;     0.030948; ; 
    0.003100;    14.682203;     3.083544;     0.030948; ; 
    0.003200;    14.716983;     2.951925;     0.177308; ; 
    0.003300;    14.699593;     2.902568;     0.323668; ; 
    0.003400;    14.543082;     3.165806;    -0.627672; ; 
    0.003500;    14.630032;     3.165806;    -0.042232; ; 
    0.003600;    14.595252;     3.182258;     0.396848; ; 
    0.003700;    14.438741;     3.231615;    -0.554492; ; 
    0.003800;    14.351791;     3.165806;     0.030948; ; 
    0.003900;    14.630032;     2.984830;    -0.115412; ; 
    0.004000;    14.682203;     2.738045;    -0.700852; ; 
    0.004100;    14.664813;     2.672236;     0.470028; ; 
    0.004200;    14.786543;     2.688688;    -0.554492; ; 
    0.004300;    14.490911;     2.869664;     0.250488; ; 
    0.004400;    14.856104;     2.951925;    -0.261772; ; 
    0.004500;    14.647422;     2.919021;     0.396848; ; 
    0.004600;    14.647422;     2.886116;     0.762748; ; 
    0.004700;    14.699593;     2.869664;     0.250488; ; 
    0.004800;    14.525692;     2.853211;    -0.481312; ; 
    0.004900;    14.560472;     2.853211;     0.762748; ; 
